cabinet_uid,municipality_id,source_cabinet_key,cabinet_name,latitude,longitude,fixture_rows,lamp_count,rated_power_w,controller_type,controller_link_status,address,source_file
CJ-CAB-17b397c662,chungju,184,호암공원-05(공원),36.96652462,127.9228931,,39,,,cabinet_only,호암지 생태공원 산책로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-5daeda2075,chungju,185,호암공원-06(공원),36.96028213,127.9223686,,58,,,cabinet_only,호암지 생태공원 전시관옆,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-bd345d765d,chungju,186,용산-17,36.95741682,127.9438606,,7,,,cabinet_only,호암 더조은APT 107동뒤 삼거리,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-0c30502f72,chungju,187,호암-22,36.9561949,127.9285591,,11,,,cabinet_only,예성여자중학교내 전기실앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-32f2c8f91e,chungju,188,대소원-70,36.96557548,127.845564,,19,,,cabinet_only,충주IC전(황대마을입구),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-859ca9323a,chungju,189,대소원-69,36.96595839,127.8401755,,12,,,cabinet_only,충주IC전(과적검문소옆),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-a93fe8f2be,chungju,190,중앙탑-07,37.02286021,127.8615296,,30,,,cabinet_only,면사무소~중앙탑 도로(탑평리22-1),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-11d939babb,chungju,191,엄정-04,37.092249,127.9427465,,30,,,cabinet_only,신만리 211-31 충주도자기마을,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-efc8ea3935,chungju,192,연수-31,36.99343955,127.9345051,,19,,,cabinet_only,동부외곽도로(연수성당옆),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-191ed04f97,chungju,193,연수-32,36.99368651,127.9351821,,21,,,cabinet_only,동부외곽도로-연수성당건너,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-a5c630354f,chungju,194,연수-33,36.99337151,127.9384046,,14,,,cabinet_only,동부외곽도로-연수성당건너,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-959137f924,chungju,195,교현2-13(공원),36.97920472,127.9315425,,5,,,cabinet_only,교현공원,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-cb57929f3f,chungju,196,중앙탑-08,37.0144953,127.8669298,,11,,,cabinet_only,중앙탑,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-532c225e7b,chungju,197,단월-15,36.93736514,127.8989775,,12,,,cabinet_only,하풍 교차로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-80ab3ba044,chungju,198,주덕-12,37.00754837,127.7501552,,35,,,cabinet_only,중원산업단지,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-be3aac334b,chungju,199,주덕-13,37.01204122,127.7499859,,38,,,cabinet_only,중원산업단지,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-d01fa63dae,chungju,200,주덕-14,37.0096061,127.7524788,,31,,,cabinet_only,중원산업단지,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-6eb04b8d16,chungju,201,산척-07,37.08130427,127.9558982,,7,,,cabinet_only,산척면사무소 앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-e31ae3809e,chungju,202,교현2-07,36.98218053,127.9316945,,19,,,cabinet_only,중앙중학교입구,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-35b563f545,chungju,203,중앙탑-09,37.05669184,127.8302301,,10,,,cabinet_only,내동1교,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-b46db578d6,chungju,204,연수-39,36.99127503,127.9394543,,9,,,cabinet_only,연수주공7단지 앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-a319550ab1,chungju,205,중앙탑-33,37.00829249,127.8680105,,44,,,cabinet_only,"가금~칠금간(루암교차로,가금주유소앞)",충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-cc0fdcc303,chungju,206,중앙탑-34,37.01143531,127.8639424,,21,,,cabinet_only,가금~칠금간(두련교차로),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-b19c4b2389,chungju,207,중앙탑-35,37.01879017,127.8561683,,20,,,cabinet_only,가금~칠금간(상지교차로),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-8124b1873e,chungju,208,중앙탑-36,37.02088221,127.851562,,37,,,cabinet_only,가금~칠금간(갈동교차로),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-134a369802,chungju,209,노은-03,37.04239848,127.8032269,,15,,,cabinet_only,북충주IC~가금(수룡교차로),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-5628ff1dd2,chungju,210,기업-67,37.00706908,127.8123572,,0,,,cabinet_only,서충주신도시 생활체육공원 옆 주차장(기업도시 주차장),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-dc38bcda3f,chungju,211,대소원-44,36.97364334,127.8245881,,30,,,cabinet_only,첨단삼거리 주덕방향,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-999cc57ff9,chungju,212,대소원-45,36.97375597,127.8265322,,15,,,cabinet_only,첨단삼거리(첨단산업단지방향),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-4c9e7a7f40,chungju,213,대소원-46,36.97965812,127.8287636,,21,,,cabinet_only,노계사거리옆,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-2f238c1fc8,chungju,214,대소원-47,36.97973516,127.828377,,21,,,cabinet_only,노계사거리옆(Momami Station),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-6a973e89fe,chungju,215,중앙탑-10,37.00599534,127.8435679,,21,,,cabinet_only,첨단산업단지 진입도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-0aa0388d5a,chungju,216,중앙탑-11,37.00620772,127.843163,,21,,,cabinet_only,첨단산업단지 진입도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-8c27451fcb,chungju,217,중앙탑-12,37.0131214,127.8446973,,21,,,cabinet_only,첨단산업단지 진입도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-faf14a3bd1,chungju,218,중앙탑-13,37.01239152,127.8440684,,20,,,cabinet_only,첨단산업단지 진입도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-aeb9992e66,chungju,219,중앙탑-14,37.01818779,127.8487705,,20,,,cabinet_only,첨단산업단지 진입도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-88c08cb3f6,chungju,220,중앙탑-15,37.0184567,127.8486527,,18,,,cabinet_only,첨단산업단지 진입도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-ea42902ae9,chungju,221,동량-18(단),37.02732848,127.9181209,,6,,,cabinet_only,동량면 용교리 통로박스,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-8a4b75380c,chungju,222,교현1-20,36.97047795,127.9428715,,5,,,cabinet_only,충일중학교 내,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-fe09a2a0a8,chungju,223,교현1-12,36.97913769,127.9382275,,4,,,cabinet_only,충주북여자중학교운동장내,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-7af1ab5cba,chungju,224,교현1-16,36.96726711,127.9402316,,26,,,cabinet_only,중흥S클래스 아파트 앞(동화부동산부근),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-3b233a5e55,chungju,225,금능-04(공원),36.9892002,127.9262896,,28,,,cabinet_only,시청앞 공원내,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-e33e5cc027,chungju,226,목행-06,37.00672436,127.9178711,,5,,,cabinet_only,목행초교,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-48bfe05c0b,chungju,227,성남-02,36.96943332,127.9380573,,22,,,cabinet_only,영진아파트 사거리 도로변,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-098d7c9727,chungju,228,안림-01,36.97106894,127.9512562,,4,,,cabinet_only,대원고등학교 내,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-235866da69,chungju,229,연수-01,36.983717,127.9309348,,3,,,cabinet_only,충주중앙초교,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-71bb7f6fb8,chungju,230,남양공원-01(공원),36.98598795,127.9317586,,31,,,cabinet_only,우림@뒤 남양공원내,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-f8876a3402,chungju,231,연수-27,36.99145788,127.9355704,,37,,,cabinet_only,연수지구 현대 아이파크앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-bcd709a84d,chungju,232,연수-28,36.98817017,127.9389781,,14,,,cabinet_only,연수주공6단지삼거리,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-44d5192adf,chungju,233,연수-29,36.98989836,127.9390896,,13,,,cabinet_only,연수주공6단지후문(곱형제앞),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-899d1541e1,chungju,234,연수-30,36.98955136,127.9317894,,10,,,cabinet_only,두진아파트옆소방도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-a4795326b7,chungju,235,용산-05,36.95898404,127.9401588,,12,,,cabinet_only,충주중학교 후문 앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-68d478db9a,chungju,236,용산-08,36.95996497,127.9375537,,4,,,cabinet_only,남산초등학교 내,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-f3ed499db1,chungju,237,용산-09,36.9581804,127.9390392,,4,,,cabinet_only,충주중학교내,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-c3dd2e235e,chungju,238,용산-11,36.96642376,127.9352074,,6,,,cabinet_only,충주재능교육학원내,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-5125649c9e,chungju,239,용탄-10,37.01533639,127.9388851,,13,,,cabinet_only,GE플라스틱뒤,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-26208b9479,chungju,240,용탄-11,37.01583502,127.943754,,13,,,cabinet_only,명화ENG(주)앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-bcbb9365c3,chungju,241,칠금-03,36.98507148,127.9050429,,18,,,cabinet_only,체육광장,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-6e93494dec,chungju,242,중앙탑-01,37.06978601,127.876076,,50,,,cabinet_only,가금면창전리 목계대교,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-6c2cc5215e,chungju,243,중앙탑-04,37.01482973,127.8667875,,5,,,cabinet_only,중앙탑공원,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-d0539470f0,chungju,244,중앙탑-05,37.02954285,127.8569801,,17,,,cabinet_only,체육공원,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-544623be57,chungju,245,중앙탑-06,37.01892853,127.8654404,,3,,,cabinet_only,충주호체험관광지,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-5c8235d948,chungju,246,금가-02,37.04464376,127.9103684,,8,,,cabinet_only,금가이주단지2,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-bfb7d2c0e5,chungju,247,금가-03,37.04495212,127.9171389,,26,,,cabinet_only,금가문화마을,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-bd9fa07d8f,chungju,248,금가-04,37.03996004,127.918349,,37,,,cabinet_only,대전천 제방도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-8a55bf17d6,chungju,249,노은-01,37.05958547,127.8003078,,14,,,cabinet_only,수룡폭포입구,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-43a86b9ebd,chungju,250,노은-02,37.03238722,127.774682,,9,,,cabinet_only,금강C.C진입로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-31e32a9642,chungju,251,동량-01,37.02712844,127.934636,,29,,,cabinet_only,동량문화마을,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-98a5caebde,chungju,252,동량-02,37.02884258,127.9134953,,27,,,cabinet_only,공군부대진입로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-6ea78514c4,chungju,253,동량-03,37.03248193,128.0136199,,7,,,cabinet_only,음양지하수처리장,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-bc930b1cbd,chungju,254,동량-04,37.02598426,127.960447,,11,,,cabinet_only,선사박물관앞 강변도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-9c41efd999,chungju,255,산척-01,37.07310224,127.9310228,,18,,,cabinet_only,산척면하영교차로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-69177749a5,chungju,256,산척-02,37.06908842,128.0317162,,6,,,cabinet_only,삼탄유원지,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-1f6be1eb42,chungju,257,산척-03,37.08805865,127.9614416,,6,,,cabinet_only,충주구치소 교차로1,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-1805bbd1a8,chungju,258,산척-04,37.08890089,127.9620259,,6,,,cabinet_only,충주구치소 교차로2,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-5259eb16cb,chungju,259,산척-05,37.0735759,127.9460321,,12,,,cabinet_only,산척농협가공공장앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-2189ac7bbb,chungju,260,산척-06,37.0757689,127.9524593,,10,,,cabinet_only,산척주유소옆,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-8c0d93dd72,chungju,261,살미-01,36.90663209,127.9169621,,12,,,cabinet_only,싯계교,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-5f5b666078,chungju,262,살미-08,36.90343693,127.9631918,,7,,,cabinet_only,다목적광장앞 도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-a1e6244f09,chungju,263,수안보-01,36.84692551,127.988387,,18,,,cabinet_only,온천저장고앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-ce26b99350,chungju,264,수안보-02,36.84439104,127.9908545,,13,,,cabinet_only,한전연수원앞도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-07595767d7,chungju,265,수안보-03,36.84707311,127.9912254,,21,,,cabinet_only,하이스파앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-6764cc4d66,chungju,266,수안보-05,36.84685927,127.9811435,,8,,,cabinet_only,스키장진입로앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-baaf9a4a6e,chungju,267,수안보-06,36.84308468,127.9980097,,20,,,cabinet_only,조산공원,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-b7c8a77f57,chungju,268,수안보-07,36.85156103,127.9785545,,31,,,cabinet_only,오산펌프장,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-012c7a99bb,chungju,269,수안보-08,36.84868914,127.9899483,,11,,,cabinet_only,물탕공원건너,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-01a318f0ed,chungju,270,수안보-09,36.8441458,127.997191,,16,,,cabinet_only,수안보초교진입로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-12a782d43a,chungju,271,수안보-10,36.84462936,127.9860255,,28,,,cabinet_only,수안보 영천교 옆,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-56f4d4d87e,chungju,272,수안보-18,36.82366845,128.0906419,,22,,,cabinet_only,미륵리사지진입(월악가든),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-acf0ce8a46,chungju,273,수안보-22,36.84071886,128.0044895,,30,,,cabinet_only,안보삼거리,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-173aa7e4ae,chungju,274,수안보-23,36.84263589,128.0063532,,14,,,cabinet_only,공무원수련원앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-0c257a2a1f,chungju,275,앙성-02,37.20339634,127.7431566,,10,,,cabinet_only,남한강대교,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-a92e926c48,chungju,276,엄정-01,37.06851608,127.895631,,50,,,cabinet_only,엄정면 목계대교율능리 906-7,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-4b6c019f75,chungju,277,엄정-03,37.07617912,127.8860539,,11,,,cabinet_only,목계 제방도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-33751b461c,chungju,278,대소원-01,36.97420703,127.87914,,14,,,cabinet_only,하검단마을앞길,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-923f7db98c,chungju,279,대소원-03,36.96523325,127.8710922,,23,,,cabinet_only,충주대 진입로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-b073b7f23c,chungju,280,대소원-05,36.97501029,127.8368904,,18,,,cabinet_only,완오리흑평마을회관앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-fc3aaea346,chungju,281,대소원-06,36.9769903,127.8346547,,15,,,cabinet_only,완오리문화마을공동광장 앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-c3d62ccf89,chungju,282,대소원-08,36.97625946,127.8251217,,31,,,cabinet_only,대소원초등학교뒤(산책로),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-fa500e6e12,chungju,283,대소원-09,36.97243945,127.8337585,,11,,,cabinet_only,하수종말처리장뒤,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-b45b63fc15,chungju,284,대소원-10(공원),36.97783808,127.8189857,,8,,,cabinet_only,대소원 면사무소옆 다목적광장,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-5a85b877cc,chungju,285,주덕-01,36.97421034,127.7973128,,19,,,cabinet_only,주덕 축산물백화점 앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-8ab6a387c3,chungju,286,주덕-02,36.97180939,127.7960052,,17,,,cabinet_only,주덕철길옆도로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-b068f6d6a8,chungju,287,주덕-03,36.97182476,127.7939554,,28,,,cabinet_only,송원요양병원옆,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-7beb86b8c8,chungju,288,주덕-04,36.97372851,127.8019055,,20,,,cabinet_only,주덕역앞,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-c91b3cda27,chungju,289,주덕-06,36.97273883,127.8070161,,30,,,cabinet_only,주덕마치입구,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-29bfd93536,chungju,290,주덕-08,36.97419342,127.809798,,14,,,cabinet_only,신양교차로 하행선(충주),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-e0cb57a292,chungju,291,주덕-09,36.97454282,127.8097624,,13,,,cabinet_only,신양교차로 상행선(충주),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-29f3cda26a,chungju,292,주덕-10,36.97498465,127.8037504,,11,,,cabinet_only,신양교차로 하행선(주덕),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-57274edcd2,chungju,293,주덕-11,36.97553922,127.80269,,11,,,cabinet_only,신양교차로 상행선(주덕),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-eed4d1aaf8,chungju,294,용산-16(공원),36.96626902,127.9365474,,14,,,cabinet_only,용산시민체육공원(참사랑APT 101동 앞),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-748a3dbf94,chungju,295,달천-13,36.95140878,127.888418,,22,,,cabinet_only,쉼터리버타운뒤 하천뚝방길,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-9eccb215da,chungju,296,수안보-24,36.83974409,128.0054801,,14,,,cabinet_only,수안보 생활체육공원,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-cc5927b1db,chungju,297,문화-07,36.96737833,127.9252138,,10,,,cabinet_only,호수마을아파트~(구)여성회관,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-62c19a5c21,chungju,298,목행-22,37.00753014,127.9374354,,13,,,cabinet_only,충주산업단지,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-2a3fdd5111,chungju,299,목행-23,37.00981247,127.9343793,,27,,,cabinet_only,충주제3산업단지,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-33c58174fd,chungju,300,연수-34,36.99335393,127.941929,,19,,,cabinet_only,동부외왁순환도로(아이파크~금곡마을),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-fe55d68ca9,chungju,301,연수-35,36.99362413,127.9419436,,15,,,cabinet_only,동부왹곽순환도로(아이파크~금곡마을),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-b648cea203,chungju,302,연수-36,36.99034369,127.9454302,,14,,,cabinet_only,동부우회도로(금곡마을~낭띠타운사거리우측),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-5fb9bc8d1e,chungju,303,연수-37,36.99032081,127.9458649,,23,,,cabinet_only,동부우회도로(금곡마을!낭띠타운사거리 좌측),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-19d493d119,chungju,304,연수-38,36.98687055,127.9459489,,23,,,cabinet_only,동부우회도로(힐스테이트@신설구간),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-afef63b52c,chungju,305,금능-09,36.99346403,127.9246058,,12,,,cabinet_only,효성교회건너편(동부외곽순환도로),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-7ffed35e0d,chungju,306,금능-10,36.99382655,127.9241866,,8,,,cabinet_only,효성교회앞(동부외곽순환도로),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-fd99a8307d,chungju,307,신니-02,36.99480146,127.7428574,,18,,,cabinet_only,중원산업단지 진입로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-a2958cea6f,chungju,308,신니-03,36.99487966,127.7425998,,16,,,cabinet_only,중원산업단지 진입로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-c93d47b474,chungju,309,주덕-15,36.99973501,127.7474834,,27,,,cabinet_only,중원산업단지 진입로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-2649e3fda6,chungju,310,주덕-16,36.99945407,127.747739,,29,,,cabinet_only,중원산업단지 진입로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-6b32bcde78,chungju,311,주덕-17,37.00603174,127.7552214,,25,,,cabinet_only,중원산업단지 진입로,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-f9d2f33b6f,chungju,312,대소원-48,36.96871799,127.876091,,15,,,cabinet_only,충주대-하검단교간(충주대방향),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-94c22dd364,chungju,313,대소원-49,36.96773816,127.8757766,,10,,,cabinet_only,충주대-하검단교간(원룸방면),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-aed656e989,chungju,314,앙성-01,37.08996379,127.8005281,,10,,,cabinet_only,앙성한우직판장(교량옆),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-4a8f8d0309,chungju,315,살미-10,36.90017179,127.9669261,,32,,,cabinet_only,세성교차로(LP-1),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-bbe0b87014,chungju,316,살미-11,36.90080036,127.9663619,,14,,,cabinet_only,세성교차로(LP-2),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-bef874acd4,chungju,317,살미-12,36.90079044,127.965366,,22,,,cabinet_only,세성교차로(LP-3),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-3cfe7eb5a3,chungju,318,살미-09,36.88778483,127.9534967,,44,,,cabinet_only,살미면 문강1교 충주방향,충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-f5cf26cdf0,chungju,319,대소원-12,36.99947396,127.8394376,,23,,,cabinet_only,첨단산업단지(LP-1),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-595ecf2bec,chungju,320,대소원-13,36.99843249,127.8395441,,20,,,cabinet_only,첨단산업단지(LP-2),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-2f85bb1d97,chungju,321,대소원-14,36.9970263,127.8370684,,36,,,cabinet_only,첨단산업단지(LP-3),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-16f815b1c0,chungju,322,대소원-15,36.99581549,127.8397821,,21,,,cabinet_only,첨단산업단지(LP-4),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-a6cf4cea4a,chungju,323,대소원-16,36.9992861,127.8411543,,30,,,cabinet_only,첨단산업단지(LP-5),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-bd472d5d25,chungju,324,대소원-17,36.99710405,127.8420009,,34,,,cabinet_only,첨단산업단지(LP-6),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-ecf2454081,chungju,325,대소원-18,36.99895952,127.8433694,,27,,,cabinet_only,첨단산업단지(LP-7),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-5519fd63ba,chungju,326,대소원-19,36.99498131,127.8427414,,17,,,cabinet_only,첨단산업단지(LP-8),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-ad25310791,chungju,327,대소원-20,36.99308071,127.839474,,40,,,cabinet_only,첨단산업단지(LP-9),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-47889f71ec,chungju,328,대소원-21,36.9958966,127.8337085,,23,,,cabinet_only,첨단산업단지(LP-10),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-de5dae93b6,chungju,329,대소원-22,36.99376851,127.8326518,,24,,,cabinet_only,첨단산업단지(LP-11),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-cff76452e7,chungju,330,대소원-23,36.99240038,127.8356473,,28,,,cabinet_only,첨단산업단지(LP-12),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-f0fe3edcc8,chungju,331,대소원-24,36.99250894,127.8285155,,26,,,cabinet_only,첨단산업단지(LP-13),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-6639b9a136,chungju,332,대소원-25,36.99159464,127.8310555,,27,,,cabinet_only,첨단산업단지(LP-14),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-6163f1d937,chungju,333,대소원-26,36.98891646,127.8294144,,24,,,cabinet_only,첨단산업단지(LP-15),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-b94f1694ac,chungju,334,대소원-27,36.98761356,127.8321129,,15,,,cabinet_only,첨단산업단지(LP-16),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-c9fc2f515c,chungju,335,대소원-28,36.98876517,127.8362085,,47,,,cabinet_only,첨단산업단지(LP-17),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-41a469cff8,chungju,336,대소원-29,36.98654476,127.8312982,,30,,,cabinet_only,코아루아파트 106동옆(LP-18),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-728aca1e38,chungju,337,대소원-30,36.98519744,127.8316542,,39,,,cabinet_only,코이즈앞 사거리(LP-19),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-8649c0c6a2,chungju,338,대소원-31,36.98622156,127.8291971,,17,,,cabinet_only,TOP부동산 맞은편(LP-20),충청북도_충주시_가로등분전함정보_20260630.csv
CJ-CAB-a363383b37,chungju,339,대소원-32,36.98685038,127.8278588,,27,,,cabinet_only,중앙부동산앞(LP-21),충청북도_충주시_가로등분전함정보_20260630.csv
