cabinet_uid,municipality_id,source_cabinet_key,cabinet_name,latitude,longitude,fixture_rows,lamp_count,rated_power_w,controller_type,controller_link_status,address,source_file
GN-CAB-66b24918a1,gangneung,KNC|YB|206,KNC|YB|206,37.8827023,128.8202181,2,2,500.0,GMC-200S,linked,강원특별자치도 강릉시 주문진읍 교항리 1107-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-40945b2bf5,gangneung,KNC|YB|208,KNC|YB|208,37.8826866,128.820156,1,1,250.0,GMC-200S,linked,강원특별자치도 강릉시 주문진읍 교항리 337-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-629b8a22fb,gangneung,KNC|YB|227,KNC|YB|227,37.780973,128.8818607,13,13,1950.0,GMC-200N,linked,강원특별자치도 강릉시 죽헌동 791-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-467da5a103,gangneung,KNC|YB|221,KNC|YB|221,37.7670062,128.8911977,4,4,600.0,GMC-200N,linked,강원특별자치도 강릉시 교동 728-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-93a0b0add3,gangneung,KNC|YB|213,KNC|YB|213,37.7726791,128.8955397,11,22,2800.0,GMC-200N,linked,강원특별자치도 강릉시 교동 408,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-08692f3f78,gangneung,KNC|YB|223,KNC|YB|223,37.7697929,128.8891144,11,11,2750.0,GMC-200N,linked,강원특별자치도 강릉시 교동 695-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-aa3f89f21d,gangneung,KNC|YB|215,KNC|YB|215,37.7702811,128.9051388,11,11,2350.0,GMC-200N,linked,강원특별자치도 강릉시 포남동 1197-8,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-3343d0b82c,gangneung,KNC|YB|218,KNC|YB|218,37.7807306,128.9190736,31,31,4650.0,GMC-200N,linked,강원특별자치도 강릉시 송정동 371-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-f608414302,gangneung,KNC|YB|217,KNC|YB|217,37.7775801,128.9386671,25,25,3750.0,GMC-200N,linked,강원특별자치도 강릉시 송정동 산27-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-0b2f987de7,gangneung,KNC|YB|232,KNC|YB|232,37.7271469,128.9155967,1,2,300.0,GMC-200N,linked,강원특별자치도 강릉시 박월동 38-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-03d45be50c,gangneung,KNC|YB|234,KNC|YB|234,37.7123536,128.9072537,15,28,7000.0,GMC-200N,linked,강원특별자치도 강릉시 박월동 784-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-bbbf80ed75,gangneung,KNC|YB|244,KNC|YB|244,37.7730386,128.9434937,32,64,16000.0,GMC-200N,linked,강원특별자치도 강릉시 견소동 230-18,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-8723fbe524,gangneung,KNC|YB|245,KNC|YB|245,37.8091571,128.8519532,12,12,3000.0,GMC-200S,linked,강원특별자치도 강릉시 사천면 방동리 809,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-48d9207133,gangneung,KNC|YB|243,KNC|YB|243,37.7514658,128.8980239,31,49,5330.0,GMC-200N,linked,강원특별자치도 강릉시 성남동 210,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-a36d626f4c,gangneung,KNC|YB|246,KNC|YB|246,37.8090065,128.8515509,24,24,6000.0,GMC-200S,linked,강원특별자치도 강릉시 사천면 방동리 809,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-6aaa5cb43f,gangneung,KNC|YB|216,KNC|YB|216,37.8033307,128.9084545,20,40,2800.0,GMC-200N,linked,강원특별자치도 강릉시 강문동 294,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-074ba137c0,gangneung,KNC|YB|236,KNC|YB|236,37.7297718,128.8569069,10,10,2500.0,GMC-200N,linked,강원특별자치도 강릉시 구정면 제비리 72,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-5d11547a2c,gangneung,KNC|YB|237,KNC|YB|237,37.7385888,128.8642162,11,11,2750.0,GMC-200N,linked,강원특별자치도 강릉시 강원도 강릉시 내곡동,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-52dfc40b93,gangneung,KNC|YB|241,KNC|YB|241,37.7396954,128.8660244,9,9,1950.0,GMC-200N,linked,강원특별자치도 강릉시 회산동 198,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-02959b7049,gangneung,KNC|YB|212,KNC|YB|212,37.8071528,128.8526829,19,19,4750.0,GMC-200S,linked,강원특별자치도 강릉시 사천면 방동리 496,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-d117286c96,gangneung,KNC|YB|238,KNC|YB|238,37.7536185,128.9002058,11,11,1100.0,GMC-200S,linked,강원특별자치도 강릉시 성남동 51-18,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-e20bf4392d,gangneung,KNC|YB|231,KNC|YB|231,37.7516953,128.8951216,13,13,1300.0,GMC-200S,linked,강원특별자치도 강릉시 성남동 114-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-752d87ee85,gangneung,KNC|YB|239,KNC|YB|239,37.7471236,128.8827716,4,8,800.0,GMC-200S,linked,강원특별자치도 강릉시 홍제동 376-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-8a06e8364d,gangneung,KNC|YB|70,KNC|YB|70,37.7997569,128.8506561,13,13,3250.0,GMC-200N,linked,강원특별자치도 강릉시 대전동 905-6,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-02507ccd8f,gangneung,KNC|YB|248,KNC|YB|248,37.765092,128.8979761,3,3,450.0,GMC-200N,linked,강원특별자치도 강릉시 교동 118-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-b68c42f276,gangneung,KNC|YB|74,KNC|YB|74,37.8397232,128.8770763,2,4,1300.0,GMC-200S,linked,강원특별자치도 강릉시 사천면 사천진리 266-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-74253dd916,gangneung,KNC|YB|259,KNC|YB|259,37.8015904,128.9119513,6,12,6840.0,GMC-200S,linked,강원특별자치도 강릉시 강문동 산51,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-bfa1802722,gangneung,KNC|YB|260,KNC|YB|260,37.8050585,128.907872,5,10,700.0,GMC-200S,linked,강원특별자치도 강릉시 강문동 산1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-131aadb2d4,gangneung,KNC|YB|261,KNC|YB|261,37.8074225,128.9046726,11,22,1540.0,GMC-200S,linked,강원특별자치도 강릉시 안현동 89-53,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-649901f7e8,gangneung,KNC|YB|254,KNC|YB|254,37.7396382,128.8825265,1,1,250.0,GMC-200N,linked,강원특별자치도 강릉시 내곡동 380-5,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-2f0732cd6b,gangneung,KNC|YB|255,KNC|YB|255,37.7399053,128.8825895,4,4,1000.0,GMC-200N,linked,강원특별자치도 강릉시 내곡동 382-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-dc6fe94dff,gangneung,KNC|YB|256,KNC|YB|256,37.7402392,128.8873135,11,11,2750.0,GMC-200N,linked,강원특별자치도 강릉시 내곡동 364-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-409a0e0727,gangneung,KNC|YB|57,KNC|YB|57,37.8003365,128.8644253,21,21,3150.0,GMC-200N,linked,강원특별자치도 강릉시 안현동 산171-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-803fddbdc2,gangneung,KNC|YB|251,KNC|YB|251,37.8025856,128.8746498,24,24,3600.0,GMC-200N,linked,강원특별자치도 강릉시 안현동 737,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-8cd20f899e,gangneung,KNC|YB|253,KNC|YB|253,37.8069535,128.89881,30,30,4500.0,GMC-200N,linked,강원특별자치도 강릉시 안현동 95-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-94324d920f,gangneung,KNC|YB|252,KNC|YB|252,37.8055077,128.8863008,40,40,6000.0,GMC-200N,linked,강원특별자치도 강릉시 저동 511,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-1ff83b76e7,gangneung,KNC|YB|265,KNC|YB|265,37.7430336,128.877486,7,7,1050.0,GMC-200N,linked,강원특별자치도 강릉시 회산동 607,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-7b0da4ea93,gangneung,KNC|YB|266,KNC|YB|266,37.7423376,128.8757683,5,5,750.0,GMC-200N,linked,강원특별자치도 강릉시 회산동 52-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-1d42426639,gangneung,KNC|YB|277,KNC|YB|277,37.7415158,128.8927776,11,11,2750.0,GMC-200N,linked,강원특별자치도 강릉시 노암동 751-4,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-d2eb7d4b7c,gangneung,KNC|YB|270,KNC|YB|270,37.7493322,128.911842,10,10,2500.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 산82,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-f83aa6acd6,gangneung,KNC|YB|268,KNC|YB|268,37.7513703,128.9057733,1,2,200.0,GMC-200N,linked,강원특별자치도 강릉시 노암동 256-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-09bcbd9c61,gangneung,KNC|YB|272,KNC|YB|272,37.7560663,128.8943266,15,15,2250.0,GMC-200N,linked,강원특별자치도 강릉시 임당동 37,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-149fa71aab,gangneung,KNC|YB|273,KNC|YB|273,37.7537805,128.8895798,24,24,4100.0,GMC-200N,linked,강원특별자치도 강릉시 홍제동 47-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-7274d74df0,gangneung,KNC|YB|275,KNC|YB|275,37.7628283,128.9010205,6,7,4150.0,GMC-200N,linked,강원특별자치도 강릉시 옥천동 351,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-a6bf9fe443,gangneung,KNC|YB|276,KNC|YB|276,37.7783702,128.9036876,35,37,5550.0,GMC-200N,linked,강원특별자치도 강릉시 포남동 236-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-4342c4ea22,gangneung,KNC|YB|310,KNC|YB|310,37.778928,128.9349412,2,2,300.0,GMC-200N,linked,강원특별자치도 강릉시 송정동 산56-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-8f650360c7,gangneung,KNC|YB|338,KNC|YB|338,37.7757348,128.9338964,7,7,1750.0,GMC-200N,linked,강원특별자치도 강릉시 송정동 945,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-248fee6acb,gangneung,KNC|YB|369,KNC|YB|369,37.7781826,128.9348438,4,4,1000.0,GMC-200N,linked,강원특별자치도 강릉시 송정동 39-5,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-021412702e,gangneung,KNC|YB|301,KNC|YB|301,37.7642499,128.9138193,15,15,2550.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 602-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-b45affda21,gangneung,KNC|YB|300,KNC|YB|300,37.8578597,128.8524066,19,19,3800.0,GMC-200N,linked,강원특별자치도 강릉시 연곡면 동덕리 95-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-e409e34d01,gangneung,KNC|YB|290,KNC|YB|290,37.8163141,128.8560964,21,22,5500.0,GMC-200N,linked,강원특별자치도 강릉시 사천면 방동리 산11-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-5e1e3bc88c,gangneung,KNC|YB|281,KNC|YB|281,37.7965395,128.8607134,15,16,4000.0,GMC-200N,linked,강원특별자치도 강릉시 강원도 강릉시 경포동,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-2fe8c41c3b,gangneung,KNC|YB|282,KNC|YB|282,37.7944053,128.8608248,5,5,1250.0,GMC-200N,linked,강원특별자치도 강릉시 대전동 177,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-9fae3feafe,gangneung,KNC|YB|323,KNC|YB|323,37.704292,128.9033961,21,21,3550.0,GMC-200N,linked,강원특별자치도 강릉시 구정면,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-74762039b4,gangneung,KNC|YB|361,KNC|YB|361,37.7449084,128.8965716,14,14,3500.0,GMC-200N,linked,강원특별자치도 강릉시 노암동 661-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-dc42063b3b,gangneung,KNC|YB|366,KNC|YB|366,37.7681757,128.9125958,4,4,1000.0,GMC-200S,linked,강원특별자치도 강릉시 포남동 1181-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-5f98918607,gangneung,KNC|YB|357,KNC|YB|357,37.7501223,128.899324,1,2,100.0,GMC-200N,linked,강원특별자치도 강릉시 노암동 826-8,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-cfc02828aa,gangneung,KNC|YB|339,KNC|YB|339,37.7520408,128.9061957,4,4,600.0,GMC-200N,linked,강원특별자치도 강릉시 강원도 강릉시 성덕동,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-dba35a5c51,gangneung,KNC|YB|328,KNC|YB|328,37.7943438,128.9153806,16,16,2400.0,GMC-200N,linked,강원특별자치도 강릉시 강문동 146-35,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-e7fdfb3407,gangneung,KNC|YB|329,KNC|YB|329,37.7944691,128.9152033,8,8,1300.0,GMC-200N,linked,강원특별자치도 강릉시 강문동 288-32,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-185bf24129,gangneung,KNC|YB|332,KNC|YB|332,37.7858111,128.9134374,14,14,3500.0,GMC-200N,linked,강원특별자치도 강릉시 초당동,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-090536d06d,gangneung,KNC|YB|343,KNC|YB|343,37.7980854,128.911965,7,7,1250.0,GMC-200N,linked,강원특별자치도 강릉시 강문동 265-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-ea5c751468,gangneung,KNC|YB|341,KNC|YB|341,37.7594996,128.911652,9,9,2250.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 557-5,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-1b8c7f40e2,gangneung,KNC|YB|391,KNC|YB|391,37.9116813,128.8142228,1,2,300.0,GMC-200S,linked,강원특별자치도 강릉시 주문진읍 향호리 1-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-8d9a1d1771,gangneung,KNC|YB|390,KNC|YB|390,37.7802238,128.8824089,1,1,150.0,GMC-200N,linked,강원특별자치도 강릉시 죽헌동 25-5,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-02fc0fb346,gangneung,KNC|YB|389,KNC|YB|389,37.7919596,128.8965736,29,47,5350.0,GMC-200S,linked,강원특별자치도 강릉시 운정동 13-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-fc623a927d,gangneung,KNC|YB|406,KNC|YB|406,37.8725328,128.8405959,3,3,150.0,타이머,linked,강원특별자치도 강릉시 연곡면 영진리 367-26,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-9ebe41a8ef,gangneung,KNC|YB|375,KNC|YB|375,37.8191691,128.8342847,19,19,2850.0,GMC-200N,linked,강원특별자치도 강릉시 사천면 노동리 1196,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-c1b15a479e,gangneung,KNC|YB|413,KNC|YB|413,37.77534,128.9054183,17,17,2550.0,GMC-200N,linked,강원특별자치도 강릉시 포남동 산169-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-92e0401e91,gangneung,KNC|YB|404,KNC|YB|404,37.8804367,128.8265133,2,2,500.0,GMC-200N,linked,강원특별자치도 강릉시 주문진읍 교항리 62,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-2f4ef85132,gangneung,KNC|YB|429,KNC|YB|429,37.8830445,128.822567,7,7,1050.0,GMC-200N,linked,강원특별자치도 강릉시 주문진읍 교항리 387-6,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-b80afdb00f,gangneung,KNC|YB|418,KNC|YB|418,37.7468224,128.9121224,17,17,3550.0,GMC-200N,linked,강원특별자치도 강릉시 청량동 580-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-886a3abb12,gangneung,KNC|YB|420,KNC|YB|420,37.7461663,128.9111109,23,27,4950.0,GMC-200N,linked,강원특별자치도 강릉시 강남동 2-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-e15f0feac4,gangneung,KNC|YB|431,KNC|YB|431,37.7970821,128.9077173,1,2,140.0,단방향,linked,강원특별자치도 강릉시 초당동 549,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-07ec24ce12,gangneung,KNC|YB|274,KNC|YB|274,37.765134,128.8984707,14,14,2100.0,GMC-200NK,linked,강원특별자치도 강릉시 교동 95-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-85ca1f7dff,gangneung,KNC|YB|324,KNC|YB|324,37.7759873,128.9149509,28,28,4200.0,GMC-200N,linked,강원특별자치도 강릉시 송정동 746-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-c84bb0a444,gangneung,KNC|YB|54,KNC|YB|54,37.8690405,128.8453837,3,6,1950.0,GMC-200,linked,강원특별자치도 강릉시 연곡면 영진리,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-d5c344321e,gangneung,KNC|YB|119,KNC|YB|119,37.803562,128.9051772,17,34,5100.0,GMC-200S,linked,강원특별자치도 강릉시 안현동 852,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-c07b5c025a,gangneung,KNC|YB|124,KNC|YB|124,37.8160032,128.893644,16,16,4000.0,GMC-200S,linked,강원특별자치도 강릉시 안현동 산71-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-41fd29369b,gangneung,KNC|YB|264,KNC|YB|264,37.7991222,128.8612856,43,49,11850.0,GMC-200S,linked,강원특별자치도 강릉시 대전동 843-4,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-3082e97159,gangneung,KNC|YB|407,KNC|YB|407,37.7854407,128.8936218,27,28,8900.0,GMC-200S,linked,강원특별자치도 강릉시 경포동 794-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-a0585e7749,gangneung,KNC|YB|115,KNC|YB|115,37.7988098,128.9103388,9,12,840.0,GMC-200S,linked,강원특별자치도 강릉시 강문동 297-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-eabb128bfa,gangneung,KNC|YB|77,KNC|YB|77,37.7707247,128.9485074,68,68,2720.0,GMC-200S,linked,강원특별자치도 강릉시 견소동 215-4,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-af75fc41cf,gangneung,KNC|YB|401,KNC|YB|401,37.7857379,128.8936481,15,15,675.0,GMC-200N,linked,강원특별자치도 강릉시 경포동 186-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-4303ca7e69,gangneung,KNC|YB|90,KNC|YB|90,37.7496093,128.8923242,14,18,4500.0,GMC-200S,linked,강원특별자치도 강릉시 남문동 67,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-863cfbbe7b,gangneung,KNC|YB|271,KNC|YB|271,37.7496812,128.8916162,15,15,2250.0,GMC-200N,linked,강원특별자치도 강릉시 남문동 153-6,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-550455a700,gangneung,KNC|YB|104,KNC|YB|104,37.7498084,128.8908435,14,14,2100.0,GMC-200S,linked,강원특별자치도 강릉시 명주동 65,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-a57dc66fb7,gangneung,KNC|YB|103,KNC|YB|103,37.7497481,128.8904797,13,13,1950.0,GMC-200S,linked,강원특별자치도 강릉시 명주동 65,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-7580b8c171,gangneung,KNC|YB|344,KNC|YB|344,37.751244,128.8856748,4,4,0,GMC-200N,linked,강원특별자치도 강릉시 홍제동 135-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-fffe149f7e,gangneung,KNC|YB|334,KNC|YB|334,37.7518032,128.8903795,6,6,1500.0,GMC-200N,linked,강원특별자치도 강릉시 중앙동 65-14,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-9d53917507,gangneung,KNC|YB|120,KNC|YB|120,37.7482192,128.887182,26,31,4650.0,GMC-200,linked,강원특별자치도 강릉시 남문동 67,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-4bd21897eb,gangneung,KNC|YB|257,KNC|YB|257,37.7404737,128.8872822,11,11,2750.0,GMC-200N,linked,강원특별자치도 강릉시 내곡동 364-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-0a7b882948,gangneung,KNC|YB|279,KNC|YB|279,37.7412533,128.892613,19,20,5000.0,GMC-200N,linked,강원특별자치도 강릉시 노암동 751-5,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-a0844e40c6,gangneung,KNC|YB|174,KNC|YB|174,37.7428805,128.890715,19,19,4750.0,GMC-200,linked,강원특별자치도 강릉시 내곡동 757,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-cf5d1de6cc,gangneung,KNC|YB|330,KNC|YB|330,37.7447144,128.8942571,9,9,2250.0,GMC-200N,linked,강원특별자치도 강릉시 노암동 627,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-a373d1547d,gangneung,KNC|YB|31,KNC|YB|31,37.7487158,128.8943935,19,38,5700.0,GMC-200S,linked,강원특별자치도 강릉시 노암동 825-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-6bdb1ce57f,gangneung,KNC|YB|105,KNC|YB|105,37.7506022,128.9002036,19,35,8750.0,GMC-200S,linked,강원특별자치도 강릉시 노암동 279-30,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-79ad483b5f,gangneung,KNC|YB|360,KNC|YB|360,37.7428746,128.8962407,15,16,4000.0,GMC-200N,linked,강원특별자치도 강릉시 강남동,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-db2d887b52,gangneung,KNC|YB|159,KNC|YB|159,37.7442706,128.9033833,15,25,4250.0,GMC-200S,linked,강원특별자치도 강릉시 강남동 842,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-9196e4857c,gangneung,KNC|YB|269,KNC|YB|269,37.7520854,128.9054046,24,39,5250.0,GMC-200N,linked,강원특별자치도 강릉시 노암동 256-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-e40fb03747,gangneung,KNC|YB|83,KNC|YB|83,37.7594418,128.9106611,12,12,1800.0,GMC-200S,linked,강원특별자치도 강릉시 입암동 572-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-33c6f84317,gangneung,KNC|YB|82,KNC|YB|82,37.7556115,128.9067672,25,26,5400.0,GMC-200S,linked,강원특별자치도 강릉시 입암동 679-9,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-ebd345b357,gangneung,KNC|YB|312,KNC|YB|312,37.7557555,128.9102753,19,19,4750.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 442-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-9a946253f9,gangneung,KNC|YB|35,KNC|YB|35,37.7558263,128.9157949,12,12,3000.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 279-15,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-5068b44456,gangneung,KNC|YB|34,KNC|YB|34,37.7558288,128.9160081,8,8,2000.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 279-15,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-6e7e2e5dd9,gangneung,KNC|YB|292,KNC|YB|292,37.7590447,128.9200078,15,15,3350.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 708-4,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-2ea5df6285,gangneung,KNC|YB|298,KNC|YB|298,37.7637903,128.9192155,13,14,3500.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 60-16,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-f02d9e2077,gangneung,KNC|YB|288,KNC|YB|288,37.756676,128.9187301,5,5,1250.0,GMC-200N,linked,강원특별자치도 강릉시 성덕동,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-b81700fcb7,gangneung,KNC|YB|106,KNC|YB|106,37.7571222,128.9227954,21,21,4750.0,GMC-200S,linked,강원특별자치도 강릉시 입암동 201-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-7802edb1ca,gangneung,KNC|YB|287,KNC|YB|287,37.7538643,128.9211011,18,18,4500.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 237-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-df544eb1be,gangneung,KNC|YB|289,KNC|YB|289,37.7557529,128.922702,15,15,3750.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 198-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-8b94ed05d2,gangneung,KNC|YB|291,KNC|YB|291,37.7551517,128.9212419,11,11,2750.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 210,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-e22703a69b,gangneung,KNC|YB|109,KNC|YB|109,37.7603004,128.9184345,27,27,5450.0,GMC-200S,linked,강원특별자치도 강릉시 입암동 104-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-082b0dd09c,gangneung,KNC|YB|294,KNC|YB|294,37.7581594,128.9248995,12,12,3000.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 180,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-12e1a40e4e,gangneung,KNC|YB|262,KNC|YB|262,37.7603587,128.9331068,36,40,10000.0,GMC-200N,linked,강원특별자치도 강릉시 학동 산42-1,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-f2bb6f2ea4,gangneung,KNC|YB|176,KNC|YB|176,37.7664125,128.9415472,31,31,7750.0,GMC-200N,linked,강원특별자치도 강릉시 병산동 279-3,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-3f0406181f,gangneung,KNC|YB|305,KNC|YB|305,37.7698458,128.9379961,19,25,3275.0,GMC-200N,linked,강원특별자치도 강릉시 병산동 946,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-4f30dc2eba,gangneung,KNC|YB|304,KNC|YB|304,37.7695136,128.9271067,19,38,9500.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 698,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-a7d6a21c34,gangneung,KNC|YB|303,KNC|YB|303,37.7657898,128.9170043,17,33,8250.0,GMC-200N,linked,강원특별자치도 강릉시 입암동 39-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-045f21797d,gangneung,KNC|YB|299,KNC|YB|299,37.7670773,128.9346443,8,8,2000.0,GMC-200S,linked,강원특별자치도 강릉시 두산동 44,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-1b72fa3905,gangneung,KNC|YB|278,KNC|YB|278,37.7696863,128.9326024,29,29,7250.0,GMC-200N,linked,강원특별자치도 강릉시 병산동 563-2,강원특별자치도 강릉시_분전함_20230820.csv
GN-CAB-f51ac68b19,gangneung,KNC|YB|1,KNC|YB|1,37.7660943,128.9183928,26,25,6250.0,GMC-200S,linked,강원특별자치도 강릉시 입암동 39-15,강원특별자치도 강릉시_분전함_20230820.csv
