fixture_uid,municipality_id,cabinet_uid,source_fixture_id,source_sub_id,source_cabinet_key,administrative_dong,road_name,address,latitude,longitude,lamp_type,lamp_count,lamp_watt,rated_power_w,purpose,pole_type,pole_shape,controller_type,branch_no,source_file,source_row
SY-FIX-1db29fdb38,suyeong,SY-CAB-02055eedd2,KBS조명탑-1,1,KBS조명탑 (1),남천1동,수영로,,35.14384946,129.1094638,LED,5,500.0,2500.0,,기타,조명탑,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,2
SY-FIX-2e703deb63,suyeong,SY-CAB-3abf274d0a,감포로-1-01,1,감포로-1 (29),민락동,감포로,,35.16763724,129.1178754,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,3
SY-FIX-ce58b2a56c,suyeong,SY-CAB-3abf274d0a,감포로-1-02,1,감포로-1 (29),민락동,감포로,,35.16709287,129.1180863,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,4
SY-FIX-121a323c02,suyeong,SY-CAB-3abf274d0a,감포로-1-03,1,감포로-1 (29),민락동,감포로,,35.16664882,129.1182284,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,5
SY-FIX-2db1a7a02b,suyeong,SY-CAB-3abf274d0a,감포로-1-04,1,감포로-1 (29),민락동,감포로,,35.16609553,129.1184335,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,6
SY-FIX-0ce4395824,suyeong,SY-CAB-3abf274d0a,감포로-1-05,1,감포로-1 (29),민락동,감포로,,35.1656739,129.1185817,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,7
SY-FIX-51f3e3c88c,suyeong,SY-CAB-3abf274d0a,감포로-1-06,1,감포로-1 (29),민락동,감포로,,35.16546553,129.1186449,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,8
SY-FIX-b2762c2722,suyeong,SY-CAB-3abf274d0a,감포로-1-07,1,감포로-1 (29),민락동,감포로,,35.16492149,129.1188365,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,9
SY-FIX-bc8b81d7f3,suyeong,SY-CAB-3abf274d0a,감포로-1-08,1,감포로-1 (29),민락동,감포로,,35.16451783,129.1189879,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,10
SY-FIX-6ee43e94c7,suyeong,SY-CAB-3abf274d0a,감포로-1-09,1,감포로-1 (29),민락동,감포로,,35.1640847,129.1191495,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,11
SY-FIX-6261546033,suyeong,SY-CAB-3abf274d0a,감포로-1-10,1,감포로-1 (29),민락동,감포로,,35.16383757,129.1192391,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,12
SY-FIX-7f2a6201f1,suyeong,SY-CAB-3abf274d0a,감포로-1-11,1,감포로-1 (29),민락동,감포로,,35.16362244,129.1193021,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,13
SY-FIX-86955634be,suyeong,SY-CAB-3abf274d0a,감포로-1-12,1,감포로-1 (29),민락동,감포로,,35.16314648,129.1194653,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,14
SY-FIX-8f1fce9a0a,suyeong,SY-CAB-3abf274d0a,감포로-1-13,1,감포로-1 (29),민락동,감포로,,35.16273851,129.1196056,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,15
SY-FIX-7844209f5e,suyeong,SY-CAB-3abf274d0a,감포로-1-14,1,감포로-1 (29),민락동,감포로,,35.16231247,129.1197482,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,16
SY-FIX-0e0ced228a,suyeong,SY-CAB-3abf274d0a,감포로-1-15,1,감포로-1 (29),민락동,감포로,,35.16208585,129.1198246,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,17
SY-FIX-44b2a163ca,suyeong,SY-CAB-3abf274d0a,감포로-1-16,1,감포로-1 (29),민락동,감포로,,35.16129879,129.1201279,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,18
SY-FIX-9f39d1bc95,suyeong,SY-CAB-3abf274d0a,감포로-1-17,1,감포로-1 (29),민락동,감포로,,35.1609657,129.1202372,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,19
SY-FIX-8f1e4475cf,suyeong,SY-CAB-3abf274d0a,감포로-1-18,1,감포로-1 (29),민락동,감포로,,35.16058691,129.1203837,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,20
SY-FIX-8701022f0a,suyeong,SY-CAB-3abf274d0a,감포로-1-19,1,감포로-1 (29),민락동,감포로,,35.16016293,129.1205373,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,21
SY-FIX-a147bf090d,suyeong,SY-CAB-3abf274d0a,감포로-1-20,1,감포로-1 (29),민락동,감포로,,35.15973651,129.1207018,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,22
SY-FIX-96e8f60fd3,suyeong,SY-CAB-3abf274d0a,감포로-1-21,1,감포로-1 (29),민락동,감포로,,35.15929236,129.1208494,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,23
SY-FIX-482a226f2f,suyeong,SY-CAB-3abf274d0a,감포로-1-22,1,감포로-1 (29),광안1동,감포로,,35.15884826,129.1209942,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,24
SY-FIX-ed9558df18,suyeong,SY-CAB-3abf274d0a,감포로-1-23,1,감포로-1 (29),광안1동,감포로,,35.16101321,129.1199685,LED,1,150.0,150.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,25
SY-FIX-f0f9e4d1db,suyeong,SY-CAB-3abf274d0a,감포로-1-24,1,감포로-1 (29),광안1동,감포로,,35.1607963,129.1201077,LED,1,150.0,150.0,,기타,철팔각,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,26
SY-FIX-2d6cc2d83d,suyeong,SY-CAB-3abf274d0a,감포로-1-25,1,감포로-1 (29),광안1동,감포로,,35.16046533,129.1202248,LED,1,150.0,150.0,,기타,철팔각,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,27
SY-FIX-e1f40d6df8,suyeong,SY-CAB-3abf274d0a,감포로-1-26,1,감포로-1 (29),광안1동,감포로,,35.16025502,129.1202961,LED,1,150.0,150.0,,기타,철팔각,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,28
SY-FIX-826befddbc,suyeong,SY-CAB-3abf274d0a,감포로-1-27,1,감포로-1 (29),광안1동,감포로,,35.15992202,129.1204257,LED,1,150.0,150.0,,기타,철팔각,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,29
SY-FIX-3025aac303,suyeong,SY-CAB-3abf274d0a,감포로-1-28,1,감포로-1 (29),광안1동,감포로,,35.15946962,129.1205819,LED,1,150.0,150.0,,기타,철팔각,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,30
SY-FIX-47d946bfca,suyeong,SY-CAB-3abf274d0a,감포로-1-29,1,감포로-1 (29),광안1동,감포로,,35.15909032,129.1206796,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,31
SY-FIX-c892d8b639,suyeong,SY-CAB-1cd2be8800,과정로-1-01,1,과정로-1 (21),망미1동,과정로,,35.17195693,129.1090457,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,32
SY-FIX-3217f3158c,suyeong,SY-CAB-1cd2be8800,과정로-1-02,1,과정로-1 (21),망미1동,과정로,,35.17218,129.1089143,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,33
SY-FIX-c55d560975,suyeong,SY-CAB-1cd2be8800,과정로-1-03,1,과정로-1 (21),망미1동,과정로,,35.17242357,129.1087697,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,34
SY-FIX-1d18db2b36,suyeong,SY-CAB-1cd2be8800,과정로-1-04,1,과정로-1 (21),망미1동,과정로,,35.17284423,129.1085474,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,35
SY-FIX-bd980624c0,suyeong,SY-CAB-1cd2be8800,과정로-1-05,1,과정로-1 (21),망미1동,과정로,,35.17317615,129.1083748,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,36
SY-FIX-956728b352,suyeong,SY-CAB-1cd2be8800,과정로-1-06,1,과정로-1 (21),망미1동,과정로,,35.17350822,129.1081941,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,37
SY-FIX-32641b4414,suyeong,SY-CAB-1cd2be8800,과정로-1-07,1,과정로-1 (21),망미1동,과정로,,35.17396308,129.1079479,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,38
SY-FIX-1ecfdcee67,suyeong,SY-CAB-1cd2be8800,과정로-1-07,2,과정로-1 (21),망미1동,과정로,,35.17396308,129.1079479,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,39
SY-FIX-06fdac64c1,suyeong,SY-CAB-1cd2be8800,과정로-1-08,1,과정로-1 (21),망미1동,과정로,,35.17443596,129.1077022,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,40
SY-FIX-d952340469,suyeong,SY-CAB-1cd2be8800,과정로-1-09,1,과정로-1 (21),망미1동,과정로,,35.17497227,129.1074362,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,41
SY-FIX-776e98f67b,suyeong,SY-CAB-1cd2be8800,과정로-1-10,1,과정로-1 (21),망미1동,과정로,,35.17532015,129.1073821,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,42
SY-FIX-1981ee77ef,suyeong,SY-CAB-1cd2be8800,과정로-1-11,1,과정로-1 (21),망미1동,과정로,,35.17570177,129.1073316,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,43
SY-FIX-5c50f572aa,suyeong,SY-CAB-1cd2be8800,과정로-1-12,1,과정로-1 (21),망미1동,과정로,,35.17623018,129.1072602,LED,1,150.0,150.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,44
SY-FIX-1e5072c5ab,suyeong,SY-CAB-1cd2be8800,과정로-1-13,1,과정로-1 (21),망미1동,과정로,,35.17657802,129.1072088,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,45
SY-FIX-74906c10a1,suyeong,SY-CAB-1cd2be8800,과정로-1-14,1,과정로-1 (21),망미1동,과정로,,35.17716048,129.1071387,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,46
SY-FIX-b56bd8c860,suyeong,SY-CAB-1cd2be8800,과정로-1-15,1,과정로-1 (21),망미1동,과정로,,35.17752614,129.1070988,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,47
SY-FIX-cacf04718e,suyeong,SY-CAB-1cd2be8800,과정로-1-16,1,과정로-1 (21),망미1동,과정로,,35.17783513,129.1070793,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,48
SY-FIX-1b8da47855,suyeong,SY-CAB-1cd2be8800,과정로-1-17,1,과정로-1 (21),망미1동,과정로,,35.1782005,129.1070558,LED,1,125.0,125.0,,기타,철팔각,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,49
SY-FIX-07978141bd,suyeong,SY-CAB-1cd2be8800,과정로-1-18,1,과정로-1 (21),망미1동,과정로,,35.17847556,129.1070437,LED,1,125.0,125.0,,기타,철팔각,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,50
SY-FIX-175953637a,suyeong,SY-CAB-1cd2be8800,과정로-1-19,1,과정로-1 (21),망미1동,과정로,,35.17880495,129.1070166,LED,1,125.0,125.0,,기타,철팔각,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,51
SY-FIX-f950122fa1,suyeong,SY-CAB-1cd2be8800,과정로-1-20,1,과정로-1 (21),망미1동,과정로,,35.17911145,129.1070108,LED,1,125.0,125.0,,기타,통합주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,52
SY-FIX-c94676decb,suyeong,SY-CAB-1cd2be8800,과정로-1-21,1,과정로-1 (21),망미1동,과정로,,35.17944764,129.106981,LED,1,150.0,150.0,,기타,철팔각,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,53
SY-FIX-4f556b7620,suyeong,SY-CAB-0cd2440ab1,과정로-2-01,1,과정로-2 (17),망미2동,과정로,,35.17772245,129.1073398,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,54
SY-FIX-bd65d31fe2,suyeong,SY-CAB-0cd2440ab1,과정로-2-02,1,과정로-2 (17),망미2동,과정로,,35.17736139,129.1073744,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,55
SY-FIX-378782264e,suyeong,SY-CAB-0cd2440ab1,과정로-2-03,1,과정로-2 (17),망미2동,과정로,,35.17699563,129.1074199,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,56
SY-FIX-306ed35de6,suyeong,SY-CAB-0cd2440ab1,과정로-2-03,2,과정로-2 (17),망미2동,과정로,,35.17699563,129.1074199,LED,1,50.0,50.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,57
SY-FIX-97d788e872,suyeong,SY-CAB-0cd2440ab1,과정로-2-04,1,과정로-2 (17),망미2동,과정로,,35.17662082,129.1074678,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,58
SY-FIX-76077c963c,suyeong,SY-CAB-0cd2440ab1,과정로-2-05,1,과정로-2 (17),망미2동,과정로,,35.17635664,129.1075021,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,59
SY-FIX-61c4475a33,suyeong,SY-CAB-0cd2440ab1,과정로-2-06,1,과정로-2 (17),망미2동,과정로,,35.17597052,129.1075525,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,60
SY-FIX-2d434b57da,suyeong,SY-CAB-0cd2440ab1,과정로-2-07,1,과정로-2 (17),망미2동,과정로,,35.17564309,129.1075962,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,61
SY-FIX-237e5ea38c,suyeong,SY-CAB-0cd2440ab1,과정로-2-07,2,과정로-2 (17),망미2동,과정로,,35.17564309,129.1075962,LED,1,50.0,50.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,62
SY-FIX-a616ef3a5c,suyeong,SY-CAB-0cd2440ab1,과정로-2-08,1,과정로-2 (17),망미2동,과정로,,35.17509863,129.1076837,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,63
SY-FIX-ecbc4440ae,suyeong,SY-CAB-0cd2440ab1,과정로-2-09,1,과정로-2 (17),망미2동,과정로,,35.17478103,129.1078099,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,64
SY-FIX-65303dd333,suyeong,SY-CAB-0cd2440ab1,과정로-2-10,1,과정로-2 (17),망미2동,과정로,,35.17435817,129.1080295,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,65
SY-FIX-de65a49aa5,suyeong,SY-CAB-0cd2440ab1,과정로-2-11,1,과정로-2 (17),망미2동,과정로,,35.17391251,129.1082649,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,66
SY-FIX-ea7dd95331,suyeong,SY-CAB-0cd2440ab1,과정로-2-12,1,과정로-2 (17),망미2동,과정로,,35.17360296,129.1084462,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,67
SY-FIX-9aad8c55b8,suyeong,SY-CAB-0cd2440ab1,과정로-2-13,1,과정로-2 (17),망미2동,과정로,,35.17313468,129.1086866,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,68
SY-FIX-6438f3ac8f,suyeong,SY-CAB-0cd2440ab1,과정로-2-14,1,과정로-2 (17),망미2동,과정로,,35.17275935,129.1088936,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,69
SY-FIX-043e43f175,suyeong,SY-CAB-0cd2440ab1,과정로-2-15,1,과정로-2 (17),망미2동,과정로,,35.17234789,129.1091052,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,70
SY-FIX-f01a4a8073,suyeong,SY-CAB-0cd2440ab1,과정로-2-16,1,과정로-2 (17),망미2동,과정로,,35.17198391,129.1093071,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,71
SY-FIX-dfd6a9d446,suyeong,SY-CAB-0cd2440ab1,과정로-2-17,1,과정로-2 (17),망미2동,과정로,,35.17177435,129.1094389,LED,1,125.0,125.0,,기타,스텐주,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,72
SY-FIX-486f934d4f,suyeong,SY-CAB-2044ba36d4,과정로41-1-01,1,과정로41-1 (10),망미1동,과정로41번길,,35.17530929,129.1029533,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,73
SY-FIX-0775a3033e,suyeong,SY-CAB-2044ba36d4,과정로41-1-02,1,과정로41-1 (10),망미1동,과정로41번길,,35.17528847,129.1036332,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,74
SY-FIX-8862549708,suyeong,SY-CAB-2044ba36d4,과정로41-1-03,1,과정로41-1 (10),망미1동,과정로41번길,,35.17525953,129.1041318,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,75
SY-FIX-c07442e372,suyeong,SY-CAB-2044ba36d4,과정로41-1-04,1,과정로41-1 (10),망미1동,과정로41번길,,35.17523605,129.1045757,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,76
SY-FIX-96ea549372,suyeong,SY-CAB-2044ba36d4,과정로41-1-05,1,과정로41-1 (10),망미1동,과정로41번길,,35.17522323,129.1049239,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,77
SY-FIX-a7e4c85064,suyeong,SY-CAB-2044ba36d4,과정로41-1-06,1,과정로41-1 (10),망미1동,과정로41번길,,35.17520716,129.1052006,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,78
SY-FIX-3accaeba95,suyeong,SY-CAB-2044ba36d4,과정로41-1-07,1,과정로41-1 (10),망미1동,과정로41번길,,35.17516412,129.1056028,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,79
SY-FIX-426095b7ff,suyeong,SY-CAB-2044ba36d4,과정로41-1-08,1,과정로41-1 (10),망미1동,과정로41번길,,35.17506447,129.1062807,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,80
SY-FIX-3740702384,suyeong,SY-CAB-2044ba36d4,과정로41-1-09,1,과정로41-1 (10),망미1동,과정로41번길,,35.17511739,129.1067348,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,81
SY-FIX-69d1ad17e0,suyeong,SY-CAB-2044ba36d4,과정로41-1-10,1,과정로41-1 (10),망미1동,과정로41번길,,35.17510928,129.107201,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,82
SY-FIX-3538637c23,suyeong,SY-CAB-9757f5ca46,과정로55-1-01,1,과정로55-1 (10),망미1동,과정로55번길,,35.17589591,129.1027736,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,83
SY-FIX-18c2c73358,suyeong,SY-CAB-9757f5ca46,과정로55-1-02,1,과정로55-1 (10),망미1동,과정로55번길,,35.17598643,129.1033988,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,84
SY-FIX-a63fcdd479,suyeong,SY-CAB-9757f5ca46,과정로55-1-03,1,과정로55-1 (10),망미1동,과정로55번길,,35.17603299,129.1038307,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,85
SY-FIX-524292795e,suyeong,SY-CAB-9757f5ca46,과정로55-1-04,1,과정로55-1 (10),망미1동,과정로55번길,,35.17606522,129.10418,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,86
SY-FIX-a8628056ea,suyeong,SY-CAB-9757f5ca46,과정로55-1-05,1,과정로55-1 (10),망미1동,과정로55번길,,35.17609558,129.1045073,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,87
SY-FIX-59be4f11cb,suyeong,SY-CAB-9757f5ca46,과정로55-1-06,1,과정로55-1 (10),망미1동,과정로55번길,,35.17613644,129.1050078,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,88
SY-FIX-5f128e1a3a,suyeong,SY-CAB-9757f5ca46,과정로55-1-07,1,과정로55-1 (10),망미1동,과정로55번길,,35.17616872,129.1053543,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,89
SY-FIX-6761521058,suyeong,SY-CAB-9757f5ca46,과정로55-1-08,1,과정로55-1 (10),망미1동,과정로55번길,,35.17619376,129.1057281,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,90
SY-FIX-1b10683827,suyeong,SY-CAB-9757f5ca46,과정로55-1-09,1,과정로55-1 (10),망미1동,과정로55번길,,35.17622656,129.1061735,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,91
SY-FIX-f800976919,suyeong,SY-CAB-9757f5ca46,과정로55-1-10,1,과정로55-1 (10),망미1동,과정로55번길,,35.17629191,129.10682,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,92
SY-FIX-842ccde11a,suyeong,SY-CAB-89191950ab,과정로67-1-01,1,과정로67-1 (17),망미1동,망미배산로48번길,,35.17649524,129.1027698,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,93
SY-FIX-8b090600c1,suyeong,SY-CAB-89191950ab,과정로67-1-02,1,과정로67-1 (17),망미1동,망미배산로48번길,,35.17687688,129.1029772,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,94
SY-FIX-45e044b821,suyeong,SY-CAB-89191950ab,과정로67-1-03,1,과정로67-1 (17),망미1동,망미배산로48번길,,35.17715589,129.1031271,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,95
SY-FIX-7ce886f737,suyeong,SY-CAB-89191950ab,과정로67-1-04,1,과정로67-1 (17),망미1동,과정로67번길,,35.17711247,129.1035513,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,96
SY-FIX-fe3dbb3dde,suyeong,SY-CAB-89191950ab,과정로67-1-05,1,과정로67-1 (17),망미1동,과정로67번길,,35.17716249,129.1040437,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,97
SY-FIX-ee6428dd8e,suyeong,SY-CAB-89191950ab,과정로67-1-06,1,과정로67-1 (17),망미1동,과정로67번길,,35.1772024,129.104599,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,98
SY-FIX-e88bacf335,suyeong,SY-CAB-89191950ab,과정로67-1-07,1,과정로67-1 (17),망미1동,과정로67번길,,35.17723817,129.1048743,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,99
SY-FIX-56242d9236,suyeong,SY-CAB-89191950ab,과정로67-1-08,1,과정로67-1 (17),망미1동,과정로67번길,,35.17726163,129.1052097,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,100
SY-FIX-93a1f32f72,suyeong,SY-CAB-89191950ab,과정로67-1-09,1,과정로67-1 (17),망미1동,망미배산로48번길,,35.1774589,129.1033215,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,101
SY-FIX-d705c6f774,suyeong,SY-CAB-89191950ab,과정로67-1-10,1,과정로67-1 (17),망미1동,망미배산로48번길,,35.17766867,129.1034366,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,102
SY-FIX-501c233fd7,suyeong,SY-CAB-89191950ab,과정로67-1-11,1,과정로67-1 (17),망미1동,망미배산로48번길,,35.17795,129.1033231,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,103
SY-FIX-ee8f6f5e20,suyeong,SY-CAB-89191950ab,과정로67-1-12,1,과정로67-1 (17),망미1동,망미배산로48번길,,35.17807065,129.1028625,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,104
SY-FIX-9c6333bc71,suyeong,SY-CAB-89191950ab,과정로67-1-13,1,과정로67-1 (17),망미1동,망미배산로48번길,,35.17816529,129.1026016,LED,1,100.0,100.0,,기타,한전취부등,양방향식,0,부산광역시_수영구_가로등 현황_20260114.csv,105
