controller_uid,municipality_id,cabinet_uid,company_code,cabinet_code,cabinet_seq,operation_mode,switch_model,modem_type,modem_id,on_offset_min,off_offset_min,voltage_setting,sequential_control,forced_time,latitude,longitude,address,source_file,source_row
GN-CTL-8302393fb3,gangneung,GN-CAB-8302393fb3,KNI,YB,97,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.8072901,128.9030954,강원특별자치도 강릉시 안현동 89-90,강원특별자치도 강릉시_분전함_20230820.csv,210
GN-CTL-9b114e22b6,gangneung,GN-CAB-9b114e22b6,KNC,YB,98,0,GMC-200S,3,0,-15.0,5.0,220.0,0,60,37.8093225,128.9012362,강원특별자치도 강릉시 안현동 82-16,강원특별자치도 강릉시_분전함_20230820.csv,211
GN-CTL-6cb9c10cce,gangneung,GN-CAB-6cb9c10cce,KNI,YB,98,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.8092698,128.9010754,강원특별자치도 강릉시 안현동 산 15-1,강원특별자치도 강릉시_분전함_20230820.csv,212
GN-CTL-da5d88e16f,gangneung,GN-CAB-da5d88e16f,KNC,YB,99,0,GMC-200S,3,0,-20.0,5.0,220.0,1,4,37.8246338,128.8832045,강원특별자치도 강릉시 사천면 방동리 산277-7,강원특별자치도 강릉시_분전함_20230820.csv,213
GN-CTL-230bbd8813,gangneung,GN-CAB-230bbd8813,KNC,YB,100,0,GMC-200S,3,0,-30.0,20.0,220.0,1,1,37.8289836,128.8782521,강원특별자치도 강릉시 사천면 방동리 산279,강원특별자치도 강릉시_분전함_20230820.csv,214
GN-CTL-74db7ad3f3,gangneung,GN-CAB-74db7ad3f3,KNI,YB,100,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.8290395,128.8782446,강원특별자치도 강릉시 사천면 방동리 산 279,강원특별자치도 강릉시_분전함_20230820.csv,215
GN-CTL-9affea5ca0,gangneung,GN-CAB-9affea5ca0,KNC,YB,101,0,GMC-200S,3,0,-20.0,5.0,220.0,1,1,37.8335571,128.8730862,강원특별자치도 강릉시 사천면 사천진리 90-2,강원특별자치도 강릉시_분전함_20230820.csv,216
GN-CTL-9bdcabc604,gangneung,GN-CAB-9bdcabc604,KNI,YB,101,0,GMC-200,3,0,-15.0,10.0,220.0,1,20,37.8335791,128.8730894,강원특별자치도 강릉시 사천면 사천진리 90-2,강원특별자치도 강릉시_분전함_20230820.csv,217
GN-CTL-04f70ca4cf,gangneung,GN-CAB-04f70ca4cf,KNC,YB,102,0,GMC-200,3,0,-20.0,5.0,220.0,1,10,37.8400868,128.8711954,강원특별자치도 강릉시 사천면 사천진리 47,강원특별자치도 강릉시_분전함_20230820.csv,218
GN-CTL-973380781c,gangneung,GN-CAB-973380781c,KNI,YB,102,0,GMC-200,3,0,-15.0,10.0,220.0,1,20,37.8400932,128.8712068,강원특별자치도 강릉시 사천면 사천진리 43-1,강원특별자치도 강릉시_분전함_20230820.csv,219
GN-CTL-c1f01083bc,gangneung,GN-CAB-c1f01083bc,KNI,YB,103,0,GMC-200,3,0,-36.0,10.0,220.0,1,60,37.7497481,128.8904797,강원특별자치도 강릉시 명주동 65,강원특별자치도 강릉시_분전함_20230820.csv,220
GN-CTL-a57dc66fb7,gangneung,GN-CAB-a57dc66fb7,KNC,YB,103,0,GMC-200S,3,0,-20.0,5.0,220.0,1,2,37.7497481,128.8904797,강원특별자치도 강릉시 명주동 65,강원특별자치도 강릉시_분전함_20230820.csv,221
GN-CTL-550455a700,gangneung,GN-CAB-550455a700,KNC,YB,104,0,GMC-200S,3,0,-20.0,5.0,220.0,1,5,37.7498084,128.8908435,강원특별자치도 강릉시 명주동 65,강원특별자치도 강릉시_분전함_20230820.csv,222
GN-CTL-2d9fab8579,gangneung,GN-CAB-2d9fab8579,KNI,YB,104,0,GMC-200,3,0,-36.0,10.0,220.0,1,160,37.7498084,128.8908435,강원특별자치도 강릉시 명주동 65,강원특별자치도 강릉시_분전함_20230820.csv,223
GN-CTL-51790b07f1,gangneung,GN-CAB-51790b07f1,KNI,YB,105,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.7506022,128.9002036,강원특별자치도 강릉시 노암동 279-30,강원특별자치도 강릉시_분전함_20230820.csv,224
GN-CTL-6bdb1ce57f,gangneung,GN-CAB-6bdb1ce57f,KNC,YB,105,0,GMC-200S,3,0,-20.0,5.0,220.0,1,60,37.7506022,128.9002036,강원특별자치도 강릉시 노암동 279-30,강원특별자치도 강릉시_분전함_20230820.csv,225
GN-CTL-b81700fcb7,gangneung,GN-CAB-b81700fcb7,KNC,YB,106,0,GMC-200S,3,0,-20.0,5.0,220.0,3,9,37.7571222,128.9227954,강원특별자치도 강릉시 입암동 201-1,강원특별자치도 강릉시_분전함_20230820.csv,226
GN-CTL-501883214f,gangneung,GN-CAB-501883214f,KNI,YB,106,0,GMC-200,3,0,-15.0,10.0,220.0,3,60,37.7571575,128.9228329,강원특별자치도 강릉시 입암동 203-7,강원특별자치도 강릉시_분전함_20230820.csv,227
GN-CTL-7e73943c81,gangneung,GN-CAB-7e73943c81,KNC,YB,107,0,GMC-200S,3,0,-20.0,5.0,220.0,1,60,37.7814555,128.9150752,강원특별자치도 강릉시 포남동 1224,강원특별자치도 강릉시_분전함_20230820.csv,228
GN-CTL-cc89fdbfdd,gangneung,GN-CAB-cc89fdbfdd,KNI,YB,107,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.7814555,128.9150752,강원특별자치도 강릉시 포남동 1224,강원특별자치도 강릉시_분전함_20230820.csv,229
GN-CTL-02c50f067c,gangneung,GN-CAB-02c50f067c,KNC,YB,108,0,GMC-200S,3,0,-20.0,5.0,220.0,1,60,37.762854,128.9156514,강원특별자치도 강릉시 입암동 593,강원특별자치도 강릉시_분전함_20230820.csv,230
GN-CTL-4eb3a88c4b,gangneung,GN-CAB-4eb3a88c4b,KNI,YB,108,0,GMC-200,3,0,-15.0,10.0,220.0,1,100,37.762854,128.9156514,강원특별자치도 강릉시 입암동 593,강원특별자치도 강릉시_분전함_20230820.csv,231
GN-CTL-e22703a69b,gangneung,GN-CAB-e22703a69b,KNC,YB,109,0,GMC-200S,3,0,-20.0,5.0,220.0,1,60,37.7603004,128.9184345,강원특별자치도 강릉시 입암동 104-1,강원특별자치도 강릉시_분전함_20230820.csv,232
GN-CTL-ffd5eac98f,gangneung,GN-CAB-ffd5eac98f,KNI,YB,109,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.7603004,128.9184345,강원특별자치도 강릉시 입암동 106,강원특별자치도 강릉시_분전함_20230820.csv,233
GN-CTL-cdb4b45626,gangneung,GN-CAB-cdb4b45626,KNC,YB,110,0,GMC-200N,3,0,-20.0,5.0,220.0,0,10,37.7664626,128.8960801,강원특별자치도 강릉시 교동 288-13,강원특별자치도 강릉시_분전함_20230820.csv,234
GN-CTL-e0c7a2a92a,gangneung,GN-CAB-e0c7a2a92a,KNI,YB,110,0,GMC-200N,3,0,-15.0,5.0,220.0,0,10,37.7664916,128.8960834,강원특별자치도 강릉시 교2동 288-13,강원특별자치도 강릉시_분전함_20230820.csv,235
GN-CTL-9330bc1fec,gangneung,GN-CAB-9330bc1fec,KNI,YB,111,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.7263848,128.8414542,강원특별자치도 강릉시 구정면 제비리 974-1,강원특별자치도 강릉시_분전함_20230820.csv,236
GN-CTL-f62e19e4eb,gangneung,GN-CAB-f62e19e4eb,KNC,YB,111,0,GMC-200S,3,0,-20.0,5.0,220.0,1,1,37.7263784,128.8414627,강원특별자치도 강릉시 구정면 제비리 936,강원특별자치도 강릉시_분전함_20230820.csv,237
GN-CTL-31154f1242,gangneung,GN-CAB-31154f1242,KNI,YB,112,0,GMC-200,3,0,-15.0,10.0,220.0,1,100,37.7979881,128.9117253,강원특별자치도 강릉시 강문동 297-1,강원특별자치도 강릉시_분전함_20230820.csv,238
GN-CTL-f1d220887f,gangneung,GN-CAB-f1d220887f,KNC,YB,112,0,GMC-200S,3,0,-20.0,5.0,220.0,1,5,37.7979881,128.9117253,강원특별자치도 강릉시 강문동 297-1,강원특별자치도 강릉시_분전함_20230820.csv,239
GN-CTL-8440083d6c,gangneung,GN-CAB-8440083d6c,KNI,YB,113,0,GMC-200,3,0,-15.0,10.0,220.0,1,100,37.7526869,128.896223,강원특별자치도 강릉시 성남동 105-2,강원특별자치도 강릉시_분전함_20230820.csv,240
GN-CTL-98423446ef,gangneung,GN-CAB-98423446ef,KNC,YB,113,0,GMC-200S,3,0,-20.0,5.0,220.0,1,1,37.7526869,128.896223,강원특별자치도 강릉시 성남동 105-2,강원특별자치도 강릉시_분전함_20230820.csv,241
GN-CTL-0ee91fc054,gangneung,GN-CAB-0ee91fc054,KNI,YB,114,0,GMC-200,3,0,-15.0,10.0,220.0,1,100,37.6875794,129.0376845,강원특별자치도 강릉시 강동면 정동진리 569-6,강원특별자치도 강릉시_분전함_20230820.csv,242
GN-CTL-73c53397b0,gangneung,GN-CAB-73c53397b0,KNC,YB,114,0,GMC-200S,3,0,-20.0,5.0,220.0,1,5,37.6875794,129.0376845,강원특별자치도 강릉시 강동면 정동진리 569-6,강원특별자치도 강릉시_분전함_20230820.csv,243
GN-CTL-a1b477aa94,gangneung,GN-CAB-a1b477aa94,KNI,YB,115,0,GMC-200,3,0,-15.0,10.0,220.0,1,100,37.7988098,128.9103388,강원특별자치도 강릉시 강문동 297-1,강원특별자치도 강릉시_분전함_20230820.csv,244
GN-CTL-a0585e7749,gangneung,GN-CAB-a0585e7749,KNC,YB,115,0,GMC-200S,3,0,-20.0,5.0,220.0,1,1,37.7988098,128.9103388,강원특별자치도 강릉시 강문동 297-1,강원특별자치도 강릉시_분전함_20230820.csv,245
GN-CTL-3ee4934a06,gangneung,GN-CAB-3ee4934a06,KNC,YB,116,0,GMC-200S,3,0,-50.0,5.0,220.0,1,90,37.7974914,128.9083809,강원특별자치도 강릉시 초당동 459-2,강원특별자치도 강릉시_분전함_20230820.csv,246
GN-CTL-b0d5dd69c3,gangneung,GN-CAB-b0d5dd69c3,KNI,YB,116,0,GMC-200,3,0,-15.0,10.0,220.0,1,200,37.7974914,128.9083809,강원특별자치도 강릉시 초당동 459-2,강원특별자치도 강릉시_분전함_20230820.csv,247
GN-CTL-17a620ac1b,gangneung,GN-CAB-17a620ac1b,KNC,YB,117,0,GMC-200S,3,0,-20.0,5.0,220.0,1,55,37.7444545,128.9052577,강원특별자치도 강릉시 노암동 133,강원특별자치도 강릉시_분전함_20230820.csv,248
GN-CTL-86b6b219cc,gangneung,GN-CAB-86b6b219cc,KNI,YB,117,0,GMC-200,3,0,-15.0,-10.0,220.0,1,60,37.7444545,128.9052577,강원특별자치도 강릉시 노암동 133,강원특별자치도 강릉시_분전함_20230820.csv,249
GN-CTL-44fd172f3c,gangneung,GN-CAB-44fd172f3c,KNI,YB,118,0,GMC-200,3,0,-15.0,10.0,220.0,1,100,37.7697591,128.9515819,강원특별자치도 강릉시 견소동 11-1,강원특별자치도 강릉시_분전함_20230820.csv,250
GN-CTL-aeeba2040b,gangneung,GN-CAB-aeeba2040b,KNC,YB,118,0,GMC-200S,3,0,-20.0,5.0,220.0,1,60,37.7697591,128.9515819,강원특별자치도 강릉시 견소동 11-1,강원특별자치도 강릉시_분전함_20230820.csv,251
GN-CTL-d5c344321e,gangneung,GN-CAB-d5c344321e,KNC,YB,119,0,GMC-200S,3,0,-20.0,5.0,220.0,1,5,37.803562,128.9051772,강원특별자치도 강릉시 안현동 852,강원특별자치도 강릉시_분전함_20230820.csv,252
GN-CTL-bbcecaabb6,gangneung,GN-CAB-bbcecaabb6,KNI,YB,119,0,GMC-200,3,0,-15.0,10.0,220.0,1,100,37.8026207,128.9045488,강원특별자치도 강릉시 안현동 867-7,강원특별자치도 강릉시_분전함_20230820.csv,253
GN-CTL-16e3904b85,gangneung,GN-CAB-16e3904b85,KNI,YB,120,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.7482322,128.8871821,강원특별자치도 강릉시 남문동 67,강원특별자치도 강릉시_분전함_20230820.csv,254
GN-CTL-9d53917507,gangneung,GN-CAB-9d53917507,KNC,YB,120,0,GMC-200,3,0,-15.0,5.0,220.0,5,10,37.7482192,128.887182,강원특별자치도 강릉시 남문동 67,강원특별자치도 강릉시_분전함_20230820.csv,255
GN-CTL-ce1b0df959,gangneung,GN-CAB-ce1b0df959,KNC,YB,121,0,GMC-200S,3,0,-15.0,5.0,220.0,5,60,37.7522296,128.8918274,강원특별자치도 강릉시 명주동 38-1,강원특별자치도 강릉시_분전함_20230820.csv,256
GN-CTL-e7c9323d1f,gangneung,GN-CAB-e7c9323d1f,KNI,YB,121,0,GMC-200,3,0,-36.0,10.0,220.0,5,60,37.7524136,128.8918734,강원특별자치도 강릉시 명주동 38-1,강원특별자치도 강릉시_분전함_20230820.csv,257
GN-CTL-5f46485188,gangneung,GN-CAB-5f46485188,KNC,YB,122,0,PMC-200,3,0,-20.0,5.0,220.0,1,60,37.7977973,128.9165715,강원특별자치도 강릉시 강문동 248-4,강원특별자치도 강릉시_분전함_20230820.csv,258
GN-CTL-1c152d4acd,gangneung,GN-CAB-1c152d4acd,KNI,YB,122,0,PMC-200,3,0,-15.0,10.0,220.0,1,70,37.7977973,128.9165715,강원특별자치도 강릉시 강문동 248-4,강원특별자치도 강릉시_분전함_20230820.csv,259
GN-CTL-f502b4cc6c,gangneung,GN-CAB-f502b4cc6c,KNC,YB,123,0,PMC-200,3,0,-20.0,5.0,220.0,1,50,37.7969009,128.9171281,강원특별자치도 강릉시 강문동 248-4,강원특별자치도 강릉시_분전함_20230820.csv,260
GN-CTL-c790437977,gangneung,GN-CAB-c790437977,KNI,YB,123,0,PMC-200,3,0,-15.0,10.0,220.0,1,60,37.7969009,128.9171281,강원특별자치도 강릉시 강문동 248-4,강원특별자치도 강릉시_분전함_20230820.csv,261
GN-CTL-e53caae480,gangneung,GN-CAB-e53caae480,KNI,YB,124,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.8160481,128.8936391,강원특별자치도 강릉시 안현동 201-9,강원특별자치도 강릉시_분전함_20230820.csv,262
GN-CTL-c07b5c025a,gangneung,GN-CAB-c07b5c025a,KNC,YB,124,0,GMC-200S,3,0,-20.0,5.0,220.0,1,11,37.8160032,128.893644,강원특별자치도 강릉시 안현동 산71-3,강원특별자치도 강릉시_분전함_20230820.csv,263
GN-CTL-06530f763f,gangneung,GN-CAB-06530f763f,KNI,YB,125,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.7709213,128.9504731,강원특별자치도 강릉시 견소동 3-1,강원특별자치도 강릉시_분전함_20230820.csv,264
GN-CTL-51d0d36dbb,gangneung,GN-CAB-51d0d36dbb,KNC,YB,125,0,GMC-200S,3,0,-20.0,5.0,220.0,1,30,37.7708812,128.9504582,강원특별자치도 강릉시 견소동 286-4,강원특별자치도 강릉시_분전함_20230820.csv,265
GN-CTL-9cc1b2bd2a,gangneung,GN-CAB-9cc1b2bd2a,KNI,YB,126,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.7611526,128.8943619,강원특별자치도 강릉시 교동 183-59,강원특별자치도 강릉시_분전함_20230820.csv,266
GN-CTL-4865962ba8,gangneung,GN-CAB-4865962ba8,KNC,YB,126,0,GMC-200S,3,0,-20.0,5.0,220.0,1,5,37.7609307,128.8944968,강원특별자치도 강릉시 교동 183-200,강원특별자치도 강릉시_분전함_20230820.csv,267
GN-CTL-4154520cfe,gangneung,GN-CAB-4154520cfe,KNC,YB,127,0,GMC-200S,3,0,-20.0,5.0,220.0,0,5,37.76249,128.8737899,강원특별자치도 강릉시 교동 1912,강원특별자치도 강릉시_분전함_20230820.csv,268
GN-CTL-4b45d47295,gangneung,GN-CAB-4b45d47295,KNC,YB,128,0,GMC-200S,3,0,-20.0,20.0,220.0,1,1,37.7639234,128.8821232,강원특별자치도 강릉시 교동 1762,강원특별자치도 강릉시_분전함_20230820.csv,269
GN-CTL-961eb632ae,gangneung,GN-CAB-961eb632ae,KNC,YB,129,0,GMC-200S,3,0,-20.0,5.0,220.0,0,5,37.7547578,128.8812365,강원특별자치도 강릉시 홍제동 1000-2,강원특별자치도 강릉시_분전함_20230820.csv,270
GN-CTL-ad6fcaf825,gangneung,GN-CAB-ad6fcaf825,KNC,YB,130,0,GMC-200S,3,0,-20.0,5.0,220.0,0,5,37.7737652,128.8839064,강원특별자치도 강릉시 교동 1232-1,강원특별자치도 강릉시_분전함_20230820.csv,271
GN-CTL-f1a893feb7,gangneung,GN-CAB-f1a893feb7,KNC,YB,131,0,GMC-200S,3,0,-20.0,5.0,220.0,0,3,37.7768974,128.8746549,강원특별자치도 강릉시 지변동 621,강원특별자치도 강릉시_분전함_20230820.csv,272
GN-CTL-8497853cb7,gangneung,GN-CAB-8497853cb7,KNI,YB,132,0,GMC-200,3,0,-15.0,10.0,220.0,0,60,37.7569725,128.8750982,강원특별자치도 강릉시 홍제동 581-12,강원특별자치도 강릉시_분전함_20230820.csv,273
GN-CTL-f013857c0d,gangneung,GN-CAB-f013857c0d,KNC,YB,132,0,GMC-200S,3,0,-20.0,5.0,220.0,0,5,37.7565785,128.8753266,강원특별자치도 강릉시 홍제동 579-4,강원특별자치도 강릉시_분전함_20230820.csv,274
GN-CTL-9c07ea6981,gangneung,GN-CAB-9c07ea6981,KNI,YB,133,0,GMC-200,3,0,-15.0,-10.0,220.0,0,60,37.7620198,128.8773141,강원특별자치도 강릉시 교동 1755,강원특별자치도 강릉시_분전함_20230820.csv,275
GN-CTL-d0beefe353,gangneung,GN-CAB-d0beefe353,KNC,YB,133,0,GMC-200S,3,0,-20.0,5.0,220.0,0,60,37.7620044,128.8773082,강원특별자치도 강릉시 교동 1916,강원특별자치도 강릉시_분전함_20230820.csv,276
GN-CTL-8d6cdb044f,gangneung,GN-CAB-8d6cdb044f,KNI,YB,134,0,GMC-200,3,0,-15.0,10.0,220.0,0,60,37.7642852,128.8780106,강원특별자치도 강릉시 교동 1766,강원특별자치도 강릉시_분전함_20230820.csv,277
GN-CTL-03f80203d1,gangneung,GN-CAB-03f80203d1,KNC,YB,134,0,GMC-200S,3,0,-20.0,20.0,220.0,0,10,37.7641395,128.8779967,강원특별자치도 강릉시 교동 1766,강원특별자치도 강릉시_분전함_20230820.csv,278
GN-CTL-d1fddbae93,gangneung,GN-CAB-d1fddbae93,KNI,YB,135,0,GMC-200,3,0,-15.0,10.0,220.0,3,100,37.764751,128.8783793,강원특별자치도 강릉시 교동 1862-1,강원특별자치도 강릉시_분전함_20230820.csv,279
GN-CTL-a17755c199,gangneung,GN-CAB-a17755c199,KNC,YB,135,0,GMC-200S,3,0,-20.0,20.0,220.0,3,60,37.7647278,128.8784555,강원특별자치도 강릉시 교동 1862-1,강원특별자치도 강릉시_분전함_20230820.csv,280
GN-CTL-f229c3e57f,gangneung,GN-CAB-f229c3e57f,KNC,YB,136,0,GMC-200S,3,0,-20.0,5.0,220.0,0,5,37.7622987,128.8855459,강원특별자치도 강릉시 교동 1066-12,강원특별자치도 강릉시_분전함_20230820.csv,281
GN-CTL-01c03d901f,gangneung,GN-CAB-01c03d901f,KNI,YB,137,0,GMC-200,3,0,-15.0,10.0,220.0,0,60,37.7668322,128.8783926,강원특별자치도 강릉시 교동 1841-2,강원특별자치도 강릉시_분전함_20230820.csv,282
GN-CTL-add0be6800,gangneung,GN-CAB-add0be6800,KNC,YB,137,0,GMC-200S,3,0,-20.0,5.0,220.0,0,1,37.7667378,128.8783909,강원특별자치도 강릉시 교동 1924,강원특별자치도 강릉시_분전함_20230820.csv,283
GN-CTL-996d40faae,gangneung,GN-CAB-996d40faae,KNC,YB,138,0,GMC-200S,3,0,-20.0,5.0,220.0,3,5,37.7686403,128.8827068,강원특별자치도 강릉시 교동 1918,강원특별자치도 강릉시_분전함_20230820.csv,284
GN-CTL-e9a2d23842,gangneung,GN-CAB-e9a2d23842,KNI,YB,138,0,GMC-200,3,0,-15.0,10.0,220.0,3,60,37.7687195,128.88266,강원특별자치도 강릉시 교동 1848-6,강원특별자치도 강릉시_분전함_20230820.csv,285
GN-CTL-f933394a68,gangneung,GN-CAB-f933394a68,KNC,YB,139,0,GMC-200S,3,0,-20.0,5.0,220.0,3,100,37.7684535,128.8826937,강원특별자치도 강릉시 교동 1918,강원특별자치도 강릉시_분전함_20230820.csv,286
GN-CTL-f5e377cb94,gangneung,GN-CAB-f5e377cb94,KNI,YB,139,0,GMC-200,3,0,-15.0,10.0,220.0,3,100,37.7684582,128.8826569,강원특별자치도 강릉시 교동 1848-6,강원특별자치도 강릉시_분전함_20230820.csv,287
GN-CTL-5a6bde243c,gangneung,GN-CAB-5a6bde243c,KNI,YB,140,0,GMC-200,3,0,-15.0,10.0,220.0,0,100,37.765898,128.8828307,강원특별자치도 강릉시 교동 1758,강원특별자치도 강릉시_분전함_20230820.csv,288
GN-CTL-42a278511b,gangneung,GN-CAB-42a278511b,KNC,YB,140,0,GMC-200S,3,0,-20.0,5.0,220.0,0,5,37.765897,128.8827456,강원특별자치도 강릉시 교동 1918,강원특별자치도 강릉시_분전함_20230820.csv,289
GN-CTL-cc30f538aa,gangneung,GN-CAB-cc30f538aa,KNI,YB,141,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.7720286,128.8763088,강원특별자치도 강릉시 지변동 710-1,강원특별자치도 강릉시_분전함_20230820.csv,290
GN-CTL-775c0bad1b,gangneung,GN-CAB-775c0bad1b,KNC,YB,141,0,GMC-200S,3,0,-20.0,20.0,220.0,1,50,37.7720286,128.8763088,강원특별자치도 강릉시 지변동 710-1,강원특별자치도 강릉시_분전함_20230820.csv,291
GN-CTL-00e1a3e4ac,gangneung,GN-CAB-00e1a3e4ac,KNI,YB,142,0,GMC-200,3,0,-15.0,10.0,220.0,0,60,37.7694559,128.8769594,강원특별자치도 강릉시 교동 1813-14,강원특별자치도 강릉시_분전함_20230820.csv,292
GN-CTL-e124236339,gangneung,GN-CAB-e124236339,KNC,YB,142,0,GMC-200S,3,0,-20.0,5.0,220.0,0,60,37.7694468,128.8770075,강원특별자치도 강릉시 교동 1813-14,강원특별자치도 강릉시_분전함_20230820.csv,293
GN-CTL-64424fbe75,gangneung,GN-CAB-64424fbe75,KNC,YB,143,0,GMC-200S,3,0,-20.0,5.0,220.0,0,10,37.7670347,128.8757531,강원특별자치도 강릉시 교동 1839-1,강원특별자치도 강릉시_분전함_20230820.csv,294
GN-CTL-f4f7915ebd,gangneung,GN-CAB-f4f7915ebd,KNI,YB,143,0,GMC-200,3,0,-15.0,10.0,220.0,0,60,37.7670591,128.875762,강원특별자치도 강릉시 교동 1839-1,강원특별자치도 강릉시_분전함_20230820.csv,295
GN-CTL-3499d6ce91,gangneung,GN-CAB-3499d6ce91,KNC,YB,144,0,GMC-200S,3,0,-20.0,5.0,220.0,0,5,37.7673354,128.8756035,강원특별자치도 강릉시 교동 1926,강원특별자치도 강릉시_분전함_20230820.csv,296
GN-CTL-a11978aefe,gangneung,GN-CAB-a11978aefe,KNI,YB,144,0,GMC-200,3,0,-15.0,10.0,220.0,0,60,37.7673394,128.8756291,강원특별자치도 강릉시 교동 1836-7,강원특별자치도 강릉시_분전함_20230820.csv,297
GN-CTL-96a10e4194,gangneung,GN-CAB-96a10e4194,KNC,YB,145,0,GMC-200S,3,0,-20.0,5.0,220.0,0,6,37.7790077,128.8807531,강원특별자치도 강릉시 죽헌동 140-2,강원특별자치도 강릉시_분전함_20230820.csv,298
GN-CTL-0274b77098,gangneung,GN-CAB-0274b77098,KNC,YB,146,0,GMC-200N,3,0,-20.0,5.0,220.0,0,8,37.7956909,128.8970607,강원특별자치도 강릉시 저동 126-1,강원특별자치도 강릉시_분전함_20230820.csv,299
GN-CTL-260da31b1e,gangneung,GN-CAB-260da31b1e,KNC,YB,147,0,GMC-200S,3,0,-20.0,5.0,220.0,0,40,37.8073712,128.9047521,강원특별자치도 강릉시 안현동 89-53,강원특별자치도 강릉시_분전함_20230820.csv,300
GN-CTL-5e206cf8fb,gangneung,GN-CAB-5e206cf8fb,KNC,YB,148,0,GMC-200S,3,0,-20.0,5.0,220.0,1,70,37.8104341,128.9008796,강원특별자치도 강릉시 안현동 44,강원특별자치도 강릉시_분전함_20230820.csv,301
GN-CTL-ec1ff04f93,gangneung,GN-CAB-ec1ff04f93,KNC,YB,149,0,GMC-200N,3,0,-20.0,5.0,220.0,0,30,37.7710943,128.9094542,강원특별자치도 강릉시 포남동 1234-5,강원특별자치도 강릉시_분전함_20230820.csv,302
GN-CTL-df5134a759,gangneung,GN-CAB-df5134a759,KNC,YB,150,0,GMC-200S,3,0,-20.0,5.0,220.0,1,40,37.8449496,128.8714072,강원특별자치도 강릉시 사천면 사천진리,강원특별자치도 강릉시_분전함_20230820.csv,303
GN-CTL-5e557c6564,gangneung,GN-CAB-5e557c6564,KNC,YB,151,0,GMC-200S,3,0,-20.0,5.0,220.0,1,5,37.7692618,128.8749113,강원특별자치도 강릉시 지변동 70-1,강원특별자치도 강릉시_분전함_20230820.csv,304
GN-CTL-211e1788ec,gangneung,GN-CAB-211e1788ec,KNC,YB,152,0,GMC-200S,3,0,-20.0,5.0,220.0,1,10,37.7574982,128.8738302,강원특별자치도 강릉시 홍제동 579-4,강원특별자치도 강릉시_분전함_20230820.csv,305
GN-CTL-d0f99906fc,gangneung,GN-CAB-d0f99906fc,KNI,YB,152,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.7575313,128.8738677,강원특별자치도 강릉시 홍제동 579-4,강원특별자치도 강릉시_분전함_20230820.csv,306
GN-CTL-71ef106076,gangneung,GN-CAB-71ef106076,KNC,YB,153,0,GMC-200S,3,0,-20.0,5.0,220.0,1,60,37.7937567,128.9191217,강원특별자치도 강릉시 강문동 159-17,강원특별자치도 강릉시_분전함_20230820.csv,307
GN-CTL-89885e98c4,gangneung,GN-CAB-89885e98c4,KNI,YB,153,0,GMC-200,3,0,-15.0,10.0,220.0,1,60,37.7937591,128.9190876,강원특별자치도 강릉시 강문동 159-17,강원특별자치도 강릉시_분전함_20230820.csv,308
GN-CTL-ca8a9ab1a2,gangneung,GN-CAB-ca8a9ab1a2,KNC,YB,154,0,GMC-200S,3,0,-40.0,5.0,220.0,1,90,37.7881739,128.925606,강원특별자치도 강릉시 강문동 산45-1,강원특별자치도 강릉시_분전함_20230820.csv,309
GN-CTL-6fbade5c74,gangneung,GN-CAB-6fbade5c74,KNI,YB,154,0,GMC-200,3,0,-15.0,10.0,220.0,1,100,37.7881937,128.9256262,강원특별자치도 강릉시 강문동 산45-1,강원특별자치도 강릉시_분전함_20230820.csv,310
GN-CTL-8772e5b6d9,gangneung,GN-CAB-8772e5b6d9,KNC,YB,155,0,GMC-200S,3,0,-40.0,5.0,220.0,1,20,37.7781067,128.939849,강원특별자치도 강릉시 송정동 산 1-3,강원특별자치도 강릉시_분전함_20230820.csv,311
GN-CTL-81dced51b4,gangneung,GN-CAB-81dced51b4,KNI,YB,155,0,GMC-200,3,0,-15.0,10.0,220.0,1,100,37.7781067,128.939849,강원특별자치도 강릉시 송정동 산 1-3,강원특별자치도 강릉시_분전함_20230820.csv,312
GN-CTL-358ad90729,gangneung,GN-CAB-358ad90729,KNI,YB,156,0,GMC-200N,3,0,-15.0,10.0,220.0,1,100,37.8525633,128.858945,강원특별자치도 강릉시 연곡면 동덕리 산 8-8,강원특별자치도 강릉시_분전함_20230820.csv,313
GN-CTL-be50d7ca14,gangneung,GN-CAB-be50d7ca14,KNC,YB,156,0,GMC-200N,3,0,-20.0,5.0,220.0,1,100,37.8525442,128.858957,강원특별자치도 강릉시 연곡면 동덕리,강원특별자치도 강릉시_분전함_20230820.csv,314
