effect_family,architecture,effect_level,cases,abnormal_cases,normal_cases,hard_negative_normal_cases,true_positives,false_positives,hard_negative_false_positives,recall,recall_wilson_95,normal_fpr,normal_fpr_wilson_95,hard_negative_fpr,hard_negative_fpr_wilson_95,average_precision,abstentions,claim_boundary
episode,threshold_only,v09-suyeong-winter-2025-01-16,24,12,12,11,12,4,4,1.00000000,"[0.75750599, 1.00000000]",0.33333333,"[0.13812009, 0.60937791]",0.36363636,"[0.15166471, 0.64619883]",0.99358974,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,chungju:autumn,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,chungju:spring,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,chungju:summer,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,chungju:winter,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,gangneung:autumn,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,gangneung:spring,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,gangneung:summer,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,gangneung:winter,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,suyeong:autumn,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,suyeong:spring,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,suyeong:summer,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H1,suyeong:winter,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,chungju:autumn,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,chungju:spring,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,chungju:summer,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,chungju:winter,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,gangneung:autumn,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,gangneung:spring,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,gangneung:summer,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,gangneung:winter,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,suyeong:autumn,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,suyeong:spring,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,suyeong:summer,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H2,suyeong:winter,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,chungju:autumn,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,chungju:spring,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,chungju:summer,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,chungju:winter,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,gangneung:autumn,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,gangneung:spring,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,gangneung:summer,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,gangneung:winter,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,suyeong:autumn,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,suyeong:spring,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,suyeong:summer,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,H3,suyeong:winter,48,24,24,22,22,0,0,0.91666667,"[0.74151198, 0.97684118]",0.00000000,"[0.00000000, 0.13797620]",0.00000000,"[0.00000000, 0.14865487]",1.00000000,2,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,chungju:autumn,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,chungju:spring,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,chungju:summer,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,chungju:winter,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,gangneung:autumn,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,gangneung:spring,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,gangneung:summer,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,gangneung:winter,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,suyeong:autumn,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,suyeong:spring,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,suyeong:summer,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
region_season,threshold_only,suyeong:winter,48,24,24,22,24,8,8,1.00000000,"[0.86202380, 1.00000000]",0.33333333,"[0.17972190, 0.53293683]",0.36363636,"[0.19733205, 0.57048292]",0.99346154,0,Controlled generated episode-separated holdout only; not field AMI accuracy or fault truth.
